Treatment,Num,Day,temp,WaterLeft,Ecleft,SPAD,NewLeaf,Size,AVGtemp,MAXtemp,class
D,20,5,35,60,1.665,50.83333333,0,29487,3373.134568,3993,4
D,21,5,35,60,1.665,50.9,0,21191,3140.091643,3634,4
D,22,5,35,60,1.665,51.08333333,0,21420,3052.35719,3544,4
D,23,5,35,60,1.665,51.26666667,1,28237,3107.362043,3550,4
D,24,5,35,60,1.665,51.45,1,20945,2885.94667,3414,4
D,25,5,35,60,1.665,51.63333333,1,25214,2937.776196,3501,4
D,26,5,35,60,1.665,51.81666667,0,17834,2834.085623,3337,4
D,27,5,35,60,1.665,52,0,27835,3011.016239,3564,4
D,28,5,35,60,1.665,52,0,27997,3119.770368,3720,4
D,29,5,35,60,1.665,52,0,26957,3303.905405,3624,4
D,30,5,35,60,1.665,52,0,18449,2827.771858,3453,4
A,1,6,36,160,0.33,61.2,0,22609,2772.168252,3686,1
A,2,6,36,160,0.33,61.2,1,28304,2829.602777,3627,1
A,3,6,36,160,0.33,60.75714286,1,26158,2849.507837,3576,1
A,4,6,36,160,0.33,60.31428571,0,20342,2908.382657,3668,1
A,5,6,36,160,0.33,59.87142857,0,29751,2962.986622,3770,1
A,6,6,36,160,0.33,59.42857143,1,21192,2821.425821,3633,1
A,7,6,36,160,0.33,58.98571429,0,23655,2815.519298,3807,1
A,8,6,36,160,0.33,58.54285714,0,19926,2818.165312,3526,1
A,9,6,36,160,0.33,58.1,0,18863,2798.932142,3746,1
A,10,6,36,160,0.33,58.93333333,0,19511,2753.368613,3532,1
A,11,6,36,160,0.33,59.76666667,0,30205,2828.254494,3796,1
A,12,6,36,160,0.33,60.6,0,31444,2829.741763,3640,1
A,13,6,36,160,0.33,61.43333333,0,21512,2833.665814,3614,1
A,14,6,36,160,0.33,62.26666667,0,20691,2832.730124,3576,1
A,15,6,36,160,0.33,63.1,0,19663,2789.927376,3625,1
A,16,6,36,160,0.33,62.08333333,1,21861,2809.647043,3689,1
A,17,6,36,160,0.33,61.06666667,0,18000,2832.289667,3674,1
A,18,6,36,160,0.33,60.05,0,21414,2857.360839,3670,1
A,19,6,36,160,0.33,59.03333333,1,15466,2819.11522,3682,1
A,20,6,36,160,0.33,58.01666667,0,18398,2828.070606,3669,1
A,21,6,36,160,0.33,57,1,21707,2850.00926,3700,1
A,22,6,36,160,0.33,58.36666667,0,18708,2855.067939,3698,1
A,23,6,36,160,0.33,59.73333333,1,23146,2835.844768,3677,1
A,24,6,36,160,0.33,61.1,0,27127,2933.883253,3696,1
A,25,6,36,160,0.33,62.46666667,0,24982,2924.327876,3739,1
A,26,6,36,160,0.33,63.83333333,1,21245,2900.930619,3600,1
A,27,6,36,160,0.33,65.2,1,24619,2887.231,3517,1
A,28,6,36,160,0.33,65.2,0,29181,2863.041534,3577,1
A,29,6,36,160,0.33,65.2,1,37073,3106.395868,3856,1
A,30,6,36,160,0.33,65.2,0,24724,2899.337445,3634,1
B,1,6,36,155,0.09,56.7,0,18326,2899.412692,3477,2
B,2,6,36,155,0.09,56.7,1,21321,2914.094789,3568,2
B,3,6,36,155,0.09,58.22857143,0,26293,2916.02358,3412,2
B,4,6,36,155,0.09,59.75714286,0,19461,2913.957042,3454,2
B,5,6,36,155,0.09,61.28571429,0,21290,2844.107327,3509,2
B,6,6,36,155,0.09,62.81428571,0,20520,2854.920906,3497,2
B,7,6,36,155,0.09,64.34285714,1,18739,2866.161321,3601,2
B,8,6,36,155,0.09,65.87142857,1,17327,2919.468748,3583,2
B,9,6,36,155,0.09,67.4,0,20573,2873.88237,3538,2
B,10,6,36,155,0.09,66.73333333,1,32295,2864.086391,3879,2
B,11,6,36,155,0.09,66.06666667,1,21420,2848.481326,3643,2
B,12,6,36,155,0.09,65.4,0,30747,2888.496406,3606,2
B,13,6,36,155,0.09,64.73333333,1,23119,2868.198884,3651,2
B,14,6,36,155,0.09,64.06666667,0,21104,2846.452521,3446,2
B,15,6,36,155,0.09,63.4,0,19574,2814.161081,3494,2
B,16,6,36,155,0.09,63.31666667,0,17052,2851.964931,3432,2
B,17,6,36,155,0.09,63.23333333,1,21515,2893.101232,3450,2
B,18,6,36,155,0.09,63.15,0,22927,2866.845379,3499,2
B,19,6,36,155,0.09,63.06666667,1,27920,2824.362285,3451,2
B,20,6,36,155,0.09,62.98333333,0,18316,2966.252184,3862,2
B,21,6,36,155,0.09,62.9,1,25357,2964.98667,3616,2
B,22,6,36,155,0.09,63.16666667,0,23128,3006.348106,3692,2
B,23,6,36,155,0.09,63.43333333,0,21017,2972.42418,3759,2
B,24,6,36,155,0.09,63.7,0,34737,3004.15672,3620,2
B,25,6,36,155,0.09,63.96666667,0,27354,2984.740477,3564,2
B,26,6,36,155,0.09,64.23333333,1,23594,3035.529414,3723,2
B,27,6,36,155,0.09,64.5,1,24485,3041.342945,3766,2
B,28,6,36,155,0.09,64.5,0,21594,3078.021765,3642,2
B,29,6,36,155,0.09,64.5,1,18712,3051.848974,3692,2
B,30,6,36,155,0.09,64.5,0,24746,3069.53346,3642,2
C,1,6,36,120,1.935,61.3,0,27398,3557.982663,4140,3
C,2,6,36,120,1.935,61.3,1,22277,3010.335817,3664,3
C,3,6,36,120,1.935,61.31428571,0,18227,3034.025182,3721,3
C,4,6,36,120,1.935,61.32857143,1,21853,3046.998307,4079,3
C,5,6,36,120,1.935,61.34285714,0,26623,3445.808511,3944,3
C,6,6,36,120,1.935,61.35714286,0,21386,3125.482839,3811,3
C,7,6,36,120,1.935,61.37142857,0,22668,3165.011205,3817,3
C,8,6,36,120,1.935,61.38571429,0,21351,3282.033347,4006,3
C,9,6,36,120,1.935,61.4,0,32571,3782.11283,4328,3
C,10,6,36,120,1.935,61.68333333,0,20511,3162.809858,4354,3
C,11,6,36,120,1.935,61.96666667,0,26133,3399.536984,4031,3
C,12,6,36,120,1.935,62.25,0,29870,3525.381252,4011,3
C,13,6,36,120,1.935,62.53333333,1,29196,3783.125771,4139,3
C,14,6,36,120,1.935,62.81666667,0,30112,3792.975392,4181,3
C,15,6,36,120,1.935,63.1,1,17889,3098.567947,3840,3
C,16,6,36,120,1.935,62.43333333,0,26522,3545.680944,4013,3
C,17,6,36,120,1.935,61.76666667,0,25697,3303.669728,3797,3
C,18,6,36,120,1.935,61.1,1,34286,3607.411451,4116,3
C,19,6,36,120,1.935,60.43333333,0,28689,3753.46164,4130,3
C,20,6,36,120,1.935,59.76666667,1,33034,3720.879034,4336,3
C,21,6,36,120,1.935,59.1,0,26864,3084.706075,3701,3
C,22,6,36,120,1.935,60.06666667,0,19965,2984.119659,3706,3
C,23,6,36,120,1.935,61.03333333,0,25142,3506.198672,3897,3
C,24,6,36,120,1.935,62,0,23268,3223.690003,3824,3
C,25,6,36,120,1.935,62.96666667,1,23544,3154.265121,3819,3
C,26,6,36,120,1.935,63.93333333,0,26582,3023.852607,3642,3
C,27,6,36,120,1.935,64.9,0,19422,2916.99171,3506,3
C,28,6,36,120,1.935,64.9,0,25734,3314.786314,3710,3
C,29,6,36,120,1.935,64.9,0,23734,3044.239825,3546,3
C,30,6,36,120,1.935,64.9,1,23545,3507.288341,3990,3
D,1,6,36,55,1.9,61,0,22977,2965.944336,3810,4
D,2,6,36,55,1.9,61,0,20150,3225.872754,3866,4
D,3,6,36,55,1.9,60.65714286,0,26182,3357.867008,3672,4
D,4,6,36,55,1.9,60.31428571,0,23288,3048.591764,3701,4
D,5,6,36,55,1.9,59.97142857,0,20879,3238.661286,3650,4
D,6,6,36,55,1.9,59.62857143,0,24579,3064.205094,3651,4
D,7,6,36,55,1.9,59.28571429,0,29825,3438.164023,3977,4
D,8,6,36,55,1.9,58.94285714,0,27882,3397.850836,3986,4
D,9,6,36,55,1.9,58.6,0,25380,3231.868282,3700,4
D,10,6,36,55,1.9,59,0,29877,3401.995816,3858,4
D,11,6,36,55,1.9,59.4,0,20026,2925.234845,3606,4
D,12,6,36,55,1.9,59.8,0,26899,2982.282724,3773,4
D,13,6,36,55,1.9,60.2,0,27354,3279.422022,3723,4
D,14,6,36,55,1.9,60.6,0,24245,3364.361023,3819,4
D,15,6,36,55,1.9,61,0,26968,3396.399288,3760,4
D,16,6,36,55,1.9,61.08333333,0,22086,3292.864665,3632,4
D,17,6,36,55,1.9,61.16666667,0,30062,3221.698623,3654,4
D,18,6,36,55,1.9,61.25,1,22803,3085.358374,3698,4
D,19,6,36,55,1.9,61.33333333,0,25441,3419.711253,3855,4
D,20,6,36,55,1.9,61.41666667,0,30267,3112.200152,3753,4
D,21,6,36,55,1.9,61.5,0,21698,3286.974652,3788,4
D,22,6,36,55,1.9,61.4,0,23296,3161.248369,3561,4
D,23,6,36,55,1.9,61.3,0,29674,3210.951405,3688,4
D,24,6,36,55,1.9,61.2,0,23853,2618.607052,3241,4
D,25,6,36,55,1.9,61.1,0,26617,3015.978623,3509,4
D,26,6,36,55,1.9,61,0,19895,2537.001407,3133,4
D,27,6,36,55,1.9,60.9,0,27092,2914.087554,3327,4
D,28,6,36,55,1.9,60.9,0,31425,2826.885473,3349,4
D,29,6,36,55,1.9,60.9,0,29028,2768.34322,3491,4
D,30,6,36,55,1.9,60.9,1,25130,2734.178273,3296,4
A,1,7,36,200.1532603,-0.175183166,52.9,1,24848,2662.382164,3314,1
A,2,7,36,197.1168313,-0.088500931,52.9,0,28360,2709.153385,3368,1
A,3,7,36,194.8266799,-0.062097039,52.57142857,0,27108,2715.586506,3454,1
A,4,7,36,195.0270748,0.003576123,52.24285714,0,22284,2795.071441,3471,1
A,5,7,36,197.7144492,-0.040897643,51.91428571,0,27817,2763.18956,3369,1
A,6,7,36,194.4997385,-0.006894643,51.58571429,0,21760,2770.086029,3488,1
A,7,7,36,193.2004604,0.036240232,51.25714286,0,25107,2806.625443,3547,1
A,8,7,36,195.1425969,0.005104494,50.92857143,0,24657,2784.093969,3474,1
A,9,7,36,192.5884936,0.020569668,50.6,0,21400,2774.581822,3565,1
A,10,7,36,194.8238108,0.013160077,50.35,0,25552,2784.692822,3490,1
A,11,7,36,193.702712,0.104402429,50.1,0,33329,2882.714813,3559,1
A,12,7,36,196.053738,0.29431775,49.85,1,35763,3166.183262,3622,1
A,13,7,36,195.7180434,0.008859755,49.6,1,22890,2810.058628,3538,1
A,14,7,36,190.1695857,0.059886599,49.35,0,21044,2785.842188,3664,1
A,15,7,36,193.9764928,0.057044358,49.1,1,17892,2847.069416,3614,1
A,16,7,36,192.4686051,0.089482858,49.16666667,0,22279,2842.923875,3599,1
A,17,7,36,187.5815919,0.136059616,49.23333333,1,21109,2882.265242,3851,1
A,18,7,36,189.3894971,0.198270317,49.3,1,22991,2977.186812,3812,1
A,19,7,36,191.526682,0.127933201,49.36666667,0,17063,2883.267186,3642,1
A,20,7,36,192.1169447,0.109449942,49.43333333,0,18227,2867.021177,3616,1
A,21,7,36,191.2435619,0.167220887,49.5,0,22265,2929.890636,3664,1
A,22,7,36,193.1871791,0.073301645,50.26666667,1,21434,2871.381123,3640,1
A,23,7,36,189.971427,0.079160394,51.03333333,0,20950,2825.345442,3669,1
A,24,7,36,192.1443653,0.237424795,51.8,0,26251,3049.13729,3647,1
A,25,7,36,190.1029715,0.086961892,52.56666667,0,22776,2852.319635,3660,1
A,26,7,36,195.4925831,0.002367758,53.33333333,0,19588,2809.835614,3450,1
A,27,7,36,190.5189273,0.095907326,54.1,0,24507,2883.513772,3642,1
A,28,7,36,193.9314234,0.067877858,54.1,0,26626,2882.653497,3520,1
A,29,7,36,192.5422486,0.085968946,54.1,0,32360,2890.86542,3572,1
A,30,7,36,193.5559306,0.03283244,54.1,1,26447,2865.474874,3596,1
B,1,7,36,154.2104782,1.054090642,49.4,0,21247,2798.713842,3285,2
B,2,7,36,153.7641577,1.04899618,49.4,0,20421,2788.088096,3298,2
B,3,7,36,157.0009193,0.990227623,50.64285714,1,27419,2790.164266,3241,2
B,4,7,36,149.0266288,1.056631925,51.88571429,0,18153,2777.038892,3445,2
B,5,7,36,152.2390042,1.020523312,53.12857143,0,23498,2777.218614,3321,2
B,6,7,36,154.2746582,1.020717329,54.37142857,0,25348,2810.580993,3248,2
B,7,7,36,146.6456598,1.057169587,55.61428571,0,20996,2793.386026,3506,2
B,8,7,36,145.0655976,1.089392557,56.85714286,0,16809,2830.724909,3563,2
B,9,7,36,148.7210905,1.046261334,58.1,0,20962,2826.712718,3422,2
B,10,7,36,152.5570868,1.254101733,56.75,0,33120,3105.159632,3372,2
B,11,7,36,148.8855307,1.232034029,55.4,0,21981,3028.117329,3492,2
B,12,7,36,151.5868266,1.429976625,54.05,0,26052,3283.620835,3476,2
B,13,7,36,152.9214638,1.232764438,52.7,0,25279,3040.203964,3372,2
B,14,7,36,150.7637059,1.067662641,51.35,0,21624,2801.914493,3394,2
B,15,7,36,153.1476576,1.016527888,50,1,23374,2777.86331,3380,2
B,16,7,36,152.0679274,1.057882208,50.31666667,1,20579,2821.517907,3428,2
B,17,7,36,151.8423127,1.347301307,50.63333333,0,23996,3148.577805,3456,2
B,18,7,36,150.785628,1.218339367,50.95,0,28581,2982.735559,3446,2
B,19,7,36,149.7642454,1.283028439,51.26666667,0,31081,3055.366333,3500,2
B,20,7,36,150.1685417,1.078142869,51.58333333,0,17622,2811.592271,3416,2
B,21,7,36,152.854218,1.090075652,51.9,0,25517,2855.70698,3330,2
B,22,7,36,152.1124498,1.389704348,50.5,0,24175,3201.94606,3462,2
B,23,7,36,152.1697148,1.164755188,49.1,0,19871,2911.481757,3391,2
B,24,7,36,152.8159406,1.341421499,47.7,0,33029,3119.529383,3436,2
B,25,7,36,149.901289,1.279913819,46.3,0,22825,3000.910055,3518,2
B,26,7,36,147.9253773,1.503121158,44.9,0,22075,3241.000589,3665,2
B,27,7,36,148.9140046,1.478794476,43.5,0,32261,3205.549456,3631,2
B,28,7,36,146.5178467,1.337894649,43.5,1,29483,3038.447682,3738,2
B,29,7,36,146.6392404,1.289016274,43.5,0,19686,2950.495631,3642,2
B,30,7,36,147.8607486,1.331280055,43.5,0,25352,3014.20523,3616,2
C,1,7,36,94.96421487,1.651552992,52,0,30119,3214.472127,3762,3
C,2,7,36,99.01377206,1.448718111,52,0,22108,3005.589244,3560,3
C,3,7,36,98.89714978,1.690879391,51.85714286,0,18156,3300.776327,3646,3
C,4,7,36,99.19690446,1.533877582,51.71428571,0,22976,3109.004831,3584,3
C,5,7,36,92.82240756,1.815813096,51.57142857,0,29534,3390.716835,3890,3
C,6,7,36,99.54465913,1.687390919,51.42857143,1,24535,3327.616711,3701,3
C,7,7,36,98.07880044,1.792471639,51.28571429,0,23818,3411.228903,3710,3
C,8,7,36,92.78432511,1.858425507,51.14285714,1,25241,3468.01351,3983,3
C,9,7,36,95.75865787,1.795438763,51,0,30541,3388.58983,3789,3
C,10,7,36,89.47834156,1.700085464,51.83333333,0,19943,3218.723011,3960,3
C,11,7,36,98.03810639,1.70401885,52.66666667,0,25222,3316.611252,3675,3
C,12,7,36,97.56770879,1.743883865,53.5,0,27672,3369.628397,3700,3
C,13,7,36,96.29212626,1.746474177,54.33333333,0,28766,3368.951331,3739,3
C,14,7,36,97.32743043,1.642980564,55.16666667,0,26677,3260.879409,3666,3
C,15,7,36,97.73715021,1.389398645,56,0,15933,2962.616017,3563,3
C,16,7,36,98.75458246,1.661818337,55.11666667,1,33990,3326.806649,3701,3
C,17,7,36,99.56299596,1.682581033,54.23333333,0,25086,3321.864546,3610,3
C,18,7,36,94.66682006,1.783958417,53.35,0,33921,3388.319448,3810,3
C,19,7,36,89.88019428,1.777853967,52.46666667,0,27372,3324.566784,3970,3
C,20,7,36,96.24998201,1.72410983,51.58333333,0,30882,3311.91134,3746,3
C,21,7,36,88.58641702,1.777522208,50.7,0,27545,3292.72652,4021,3
C,22,7,36,100.5915507,1.546746291,50.93333333,0,19892,3130.516539,3546,3
C,23,7,36,100.9384435,1.571980799,51.16666667,0,24663,3167.167822,3542,3
C,24,7,36,92.32047384,1.639747622,51.4,0,21457,3167.978469,3848,3
C,25,7,36,104.5289227,1.532495376,51.63333333,0,23265,3159.096583,3408,3
C,26,7,36,98.48015339,1.608397735,51.86666667,0,22290,3195.16236,3632,3
C,27,7,36,101.9292398,1.29817458,52.1,1,17416,2880.25023,3488,3
C,28,7,36,98.66995621,1.527879862,52.1,1,27590,3129.849511,3673,3
C,29,7,36,99.06192662,1.563334894,52.1,1,27347,3177.310893,3672,3
C,30,7,36,100.395319,1.638969761,52.1,0,23000,3254.077696,3578,3
D,1,7,36,64.65057745,1.75849758,50.7,0,21799,3315.414652,3764,4
D,2,7,36,65.93881588,1.780890975,50.7,0,19165,3355.800574,3729,4
D,3,7,36,67.72401383,1.868254717,50.4,0,23713,3477.402058,3701,4
D,4,7,36,65.74042573,1.862763335,50.1,0,21579,3448.009083,3766,4
D,5,7,36,67.99013554,1.802751294,49.8,0,21541,3393.303514,3673,4
D,6,7,36,65.11746521,1.834740233,49.5,0,23062,3401.002688,3780,4
D,7,7,36,64.34149964,1.849361858,49.2,0,26507,3407.961557,3812,4
D,8,7,36,60.8240708,1.907241615,48.9,0,28849,3441.07151,3949,4
D,9,7,36,65.35926694,1.83075756,48.6,0,25195,3388.883985,3775,4
D,10,7,36,64.7860961,1.797864578,48.78333333,0,27952,3344.583751,3782,4
D,11,7,36,63.7660179,1.849379409,48.96666667,0,18454,3400.26352,3832,4
D,12,7,36,61.01203325,1.834551665,49.15,0,18522,3356.771245,3917,4
D,13,7,36,65.20642036,1.835048031,49.33333333,0,25863,3400.352125,3778,4
D,14,7,36,62.84326542,1.82596461,49.51666667,0,22977,3367.936545,3852,4
D,15,7,36,66.83449605,1.81268539,49.7,0,25336,3392.843543,3715,4
D,16,7,36,64.07318967,1.860895193,49.55,0,21431,3423.450002,3823,4
D,17,7,36,64.29293064,1.883002857,49.4,0,28476,3450.836108,3824,4
D,18,7,36,65.88173737,1.90319698,49.25,0,21440,3490.1375,3779,4
D,19,7,36,65.66379658,1.897399492,49.1,0,24932,3479.091328,3785,4
D,20,7,36,60.38386171,1.974684813,48.95,0,29576,3520.106641,3986,4
D,21,7,36,68.39845101,1.868929762,48.8,1,22632,3497.657476,3762,4
D,22,7,36,64.97248761,1.789676543,49.1,1,28308,3369.278296,3847,4
D,23,7,36,64.25353487,1.796022755,49.4,0,27091,3343.6143,3796,4
D,24,7,36,68.93685184,1.751588092,49.7,0,20257,3338.7821,3625,4
D,25,7,36,67.48567706,1.788715558,50,0,24169,3373.04183,3684,4
D,26,7,36,73.40610679,1.564247479,50.3,1,18382,3188.689696,3487,4
D,27,7,36,65.07566917,1.774860986,50.6,0,24846,3338.50817,3756,4
D,28,7,36,69.70963422,1.753712969,50.6,0,25783,3358.231936,3596,4
D,29,7,36,68.94461664,1.727836788,50.6,1,30267,3348.229028,3688,4
D,30,7,36,67.13693104,1.736326048,50.6,0,23467,3311.575958,3675,4
A,1,8,35,165,0.18,64.3,0,26646,2719.79967,3369,1
A,2,8,35,165,0.18,64.3,0,29280,2734.588183,3252,1
A,3,8,35,165,0.18,63.67142857,0,26734,2777.333658,3270,1
A,4,8,35,165,0.18,63.04285714,0,22361,2789.974286,3378,1
A,5,8,35,165,0.18,62.41428571,0,31074,2803.713233,3266,1
A,6,8,35,165,0.18,61.78571429,0,21927,2777.077667,3356,1
A,7,8,35,165,0.18,61.15714286,1,29650,2776.548634,3353,1
A,8,8,35,165,0.18,60.52857143,1,28197,2755.326099,3335,1
A,9,8,35,165,0.18,59.9,0,24571,2789.68882,3358,1
A,10,8,35,165,0.18,59.63333333,1,25143,2782.294317,3548,1
A,11,8,35,165,0.18,59.36666667,0,28646,2762.399672,3399,1
A,12,8,35,165,0.18,59.1,0,34387,2769.089074,3369,1
A,13,8,35,165,0.18,58.83333333,0,25028,2739.619666,3298,1
A,14,8,35,165,0.18,58.56666667,1,20350,2788.4143,3375,1
A,15,8,35,165,0.18,58.3,0,18853,2782.961598,3430,1
A,16,8,35,165,0.18,58.7,0,24589,2794.906625,3527,1
A,17,8,35,165,0.18,59.1,0,22149,2816.954851,3504,1
A,18,8,35,165,0.18,59.5,0,24868,2871.153249,3500,1
A,19,8,35,165,0.18,59.9,0,14482,2836.699351,3487,1
A,20,8,35,165,0.18,60.3,1,27967,2784.101727,3464,1
A,21,8,35,165,0.18,60.7,0,23109,2786.334675,3554,1
A,22,8,35,165,0.18,61.31666667,0,22411,2804.602606,3476,1
A,23,8,35,165,0.18,61.93333333,0,23041,2803.336791,3522,1
A,24,8,35,165,0.18,62.55,0,28151,2816.365102,3440,1
A,25,8,35,165,0.18,63.16666667,1,23305,2824.280755,3518,1
A,26,8,35,165,0.18,63.78333333,0,20618,2777.028082,3313,1
A,27,8,35,165,0.18,64.4,0,25961,2780.040214,3390,1
A,28,8,35,165,0.18,64.4,0,26896,2737.667943,3300,1
A,29,8,35,165,0.18,64.4,0,34467,2780.581977,3335,1
A,30,8,35,165,0.18,64.4,0,27124,2782.310721,3362,1
B,1,8,35,120,1.46,59.7,0,20049,2775.896204,3166,2
B,2,8,35,120,1.46,59.7,0,22012,2806.120162,3181,2
B,3,8,35,120,1.46,59.18571429,0,32437,2792.001264,3241,2
B,4,8,35,120,1.46,58.67142857,0,22376,2810.945567,3204,2
B,5,8,35,120,1.46,58.15714286,1,19294,2782.200736,3235,2
B,6,8,35,120,1.46,57.64285714,1,31393,2754.912911,3172,2
B,7,8,35,120,1.46,57.12857143,0,22031,2750.558758,3477,2
B,8,8,35,120,1.46,56.61428571,0,18534,2769.07408,3316,2
B,9,8,35,120,1.46,56.1,1,34798,2783.864791,3380,2
B,10,8,35,120,1.46,56.68333333,0,35638,2787.908132,3471,2
B,11,8,35,120,1.46,57.26666667,0,22681,2777.380142,3272,2
B,12,8,35,120,1.46,57.85,0,29744,2835.397088,3258,2
B,13,8,35,120,1.46,58.43333333,0,27864,2801.631819,3364,2
B,14,8,35,120,1.46,59.01666667,1,19162,2799.808684,3194,2
B,15,8,35,120,1.46,59.6,0,25239,2769.427473,3249,2
B,16,8,35,120,1.46,59.8,0,26403,2793.683937,3409,2
B,17,8,35,120,1.46,60,0,21914,2815.803368,3241,2
B,18,8,35,120,1.46,60.2,0,26608,2807.80472,3427,2
B,19,8,35,120,1.46,60.4,0,32228,2809.0772,3243,2
B,20,8,35,120,1.46,60.6,0,21132,2812.649631,3290,2
B,21,8,35,120,1.46,60.8,0,27694,2810.362172,3231,2
B,22,8,35,120,1.46,60.1,0,22097,2992.171064,3473,2
B,23,8,35,120,1.46,59.4,0,21013,2973.098796,3524,2
B,24,8,35,120,1.46,58.7,0,37309,2981.643732,3458,2
B,25,8,35,120,1.46,58,1,28608,3003.804286,3608,2
B,26,8,35,120,1.46,57.3,0,22454,2991.461343,3441,2
B,27,8,35,120,1.46,56.6,0,33741,2963.751963,3448,2
B,28,8,35,120,1.46,56.6,0,31959,3003.956475,3463,2
B,29,8,35,120,1.46,56.6,0,18151,2959.237783,3450,2
B,30,8,35,120,1.46,56.6,0,27878,2965.242629,3492,2
C,1,8,35,85,1.56,62.3,1,32221,3059.220695,3467,3
C,2,8,35,85,1.56,62.3,0,22946,2929.53944,3394,3
C,3,8,35,85,1.56,62.27142857,0,18439,2927.946364,3440,3
C,4,8,35,85,1.56,62.24285714,0,24350,2906.557823,3426,3
C,5,8,35,85,1.56,62.21428571,1,25470,2952.736945,3448,3
C,6,8,35,85,1.56,62.18571429,0,29112,2955.603394,3444,3
C,7,8,35,85,1.56,62.15714286,1,31290,2944.412336,3509,3
C,8,8,35,85,1.56,62.12857143,0,30271,3094.326914,3632,3
C,9,8,35,85,1.56,62.1,0,29965,3075.346237,3527,3
C,10,8,35,85,1.56,62.83333333,0,21795,2954.805965,3661,3
C,11,8,35,85,1.56,63.56666667,0,25777,2936.408892,3490,3
C,12,8,35,85,1.56,64.3,0,28967,2896.822246,3400,3
C,13,8,35,85,1.56,65.03333333,0,25031,2907.54057,3448,3
C,14,8,35,85,1.56,65.76666667,0,28779,2949.428959,3430,3
C,15,8,35,85,1.56,66.5,0,17467,2834.853724,3400,3
C,16,8,35,85,1.56,65.56666667,0,39740,2868.774711,3410,3
C,17,8,35,85,1.56,64.63333333,0,26709,2851.616122,3427,3
C,18,8,35,85,1.56,63.7,0,30227,2996.815661,3462,3
C,19,8,35,85,1.56,62.76666667,0,27812,2933.844384,3428,3
C,20,8,35,85,1.56,61.83333333,0,34136,2895.818344,3418,3
C,21,8,35,85,1.56,60.9,0,28802,2882.24967,3312,3
C,22,8,35,85,1.56,61.25,0,22663,2838.632794,3208,3
C,23,8,35,85,1.56,61.6,0,23975,2878.663399,3245,3
C,24,8,35,85,1.56,61.95,1,31073,2841.401088,3183,3
C,25,8,35,85,1.56,62.3,0,22818,2837.810807,3258,3
C,26,8,35,85,1.56,62.65,0,23678,2829.940662,3217,3
C,27,8,35,85,1.56,63,0,20645,2768.201502,3117,3
C,28,8,35,85,1.56,63,0,34938,2794.951915,3158,3
C,29,8,35,85,1.56,63,0,32392,2857.832613,3183,3
C,30,8,35,85,1.56,63,0,21305,2829.599906,3147,3
D,1,8,35,57.5,1.675,53.2,1,21469,2942.883227,3392,4
D,2,8,35,57.5,1.675,53.2,1,20610,2986.154973,3441,4
D,3,8,35,57.5,1.675,54.15714286,0,21654,3037.190819,3369,4
D,4,8,35,57.5,1.675,55.11428571,0,21117,2952.034996,3403,4
D,5,8,35,57.5,1.675,56.07142857,0,24394,2955.558826,3345,4
D,6,8,35,57.5,1.675,57.02857143,0,26143,2963.268523,3399,4
D,7,8,35,57.5,1.675,57.98571429,0,27604,3041.035176,3408,4
D,8,8,35,57.5,1.675,58.94285714,0,25916,3118.498611,3520,4
D,9,8,35,57.5,1.675,59.9,0,25069,2970.8767,3364,4
D,10,8,35,57.5,1.675,59.78333333,0,27439,3057.075877,3442,4
D,11,8,35,57.5,1.675,59.66666667,0,21856,2937.742908,3371,4
D,12,8,35,57.5,1.675,59.55,1,22497,2947.711206,3371,4
D,13,8,35,57.5,1.675,59.43333333,0,24362,3104.901034,3455,4
D,14,8,35,57.5,1.675,59.31666667,1,27419,3131.535322,3372,4
D,15,8,35,57.5,1.675,59.2,0,23846,3059.57733,3367,4
D,16,8,35,57.5,1.675,58.1,1,28301,3149.648493,3430,4
D,17,8,35,57.5,1.675,57,0,28043,3127.742859,3396,4
D,18,8,35,57.5,1.675,55.9,0,23294,3060.237314,3440,4
D,19,8,35,57.5,1.675,54.8,0,26973,3126.540466,3355,4
D,20,8,35,57.5,1.675,53.7,1,35381,3103.642463,3505,4
D,21,8,35,57.5,1.675,52.6,0,21177,3132.766067,3381,4
D,22,8,35,57.5,1.675,53.81666667,0,29728,3116.762345,3409,4
D,23,8,35,57.5,1.675,55.03333333,0,29723,3083.946338,3400,4
D,24,8,35,57.5,1.675,56.25,0,21612,2961.944013,3307,4
D,25,8,35,57.5,1.675,57.46666667,0,22437,3053.757142,3408,4
D,26,8,35,57.5,1.675,58.68333333,0,19612,3025.846166,3341,4
D,27,8,35,57.5,1.675,59.9,0,22663,3046.76305,3358,4
D,28,8,35,57.5,1.675,59.9,1,27750,3065.681369,3295,4
D,29,8,35,57.5,1.675,59.9,0,34714,3046.67382,3288,4
D,30,8,35,57.5,1.675,59.9,0,23592,2991.347915,3240,4
A,1,9,35,200,0.045,55.3,0,18759,2681.753985,3610,1
A,2,9,35,200,0.045,55.3,1,23857,2939.462212,3526,1
A,3,9,35,200,0.045,55.62857143,1,24067,2826.4539,3437,1
A,4,9,35,200,0.045,55.95714286,1,22949,2964.727918,3654,1
A,5,9,35,200,0.045,56.28571429,1,27900,2870.051362,3455,1
A,6,9,35,200,0.045,56.61428571,1,25126,3001.540675,3506,1
A,7,9,35,200,0.045,56.94285714,0,27616,2813.581221,3495,1
