Treatment,AvgTemp,WaterLeft,EcLeft,WeightedSpad,new_leaf,Size_temp,Avg_temp,Max_temp
D,36,80,1.62,64.9,0,28589,2871.749379,3734
D,36,80,1.62,64.9,0,20508,2958.460064,3541
A,35,160,-0.035,49.7,0,20522,2753.843924,3591
A,35,160,-0.035,49.7,0,23564,2803.0014,3459
A,35,160,-0.035,49.37142857,0,24166,2824.085161,3505
A,35,160,-0.035,49.04285714,1,20741,2846.74818,3613
A,35,160,-0.035,48.71428571,1,29944,2871.149279,3544
A,35,160,-0.035,48.38571429,0,19757,2799.778155,3624
A,35,160,-0.035,48.05714286,0,24767,2822.990835,3755
A,35,160,-0.035,47.72857143,0,21947,2858.083975,3550
A,35,160,-0.035,47.4,1,20203,2811.349404,3574
A,35,160,-0.035,48.13333333,0,19871,2813.875195,3833
A,35,160,-0.035,48.86666667,1,30333,2782.705931,3656
A,35,160,-0.035,49.6,0,26595,2830.015304,3710
A,35,160,-0.035,50.33333333,0,21159,2859.470249,3641
A,35,160,-0.035,51.06666667,0,24370,2877.251252,3744
A,35,160,-0.035,51.8,0,19858,2889.796052,3977
A,35,160,-0.035,51.58333333,0,24185,2864.77453,3665
A,35,160,-0.035,51.36666667,0,18656,2843.557676,3931
A,35,160,-0.035,51.15,0,23124,2900.808986,3883
A,35,160,-0.035,50.93333333,0,15433,2910.569624,3609
A,35,160,-0.035,50.71666667,0,22234,2900.328596,3752
A,35,160,-0.035,50.5,0,24401,2901.588623,3652
A,35,160,-0.035,50.63333333,0,21270,2913.764269,3762
A,35,160,-0.035,50.76666667,0,18689,2908.482048,3760
A,35,160,-0.035,50.9,1,27896,2858.170526,3784
A,35,160,-0.035,51.03333333,0,25043,2872.852094,3780
A,35,160,-0.035,51.16666667,0,19238,2897.204803,3576
A,35,160,-0.035,51.3,0,22166,2945.526256,3832
A,35,160,-0.035,51.3,1,30505,2870.924209,3762
A,35,160,-0.035,51.3,0,31660,2962.875995,3721
A,35,160,-0.035,51.3,0,19835,2891.006604,3718
B,35,152.5,0.85,51.1,1,19390,2799.989582,3410
B,35,152.5,0.85,51.1,0,19888,2808.335026,3486
B,35,152.5,0.85,51.75714286,0,24287,2854.21073,3540
B,35,152.5,0.85,52.41428571,1,20403,2830.903004,3394
B,35,152.5,0.85,53.07142857,0,20390,2761.9872,3308
B,35,152.5,0.85,53.72857143,0,24614,2811.204071,3442
B,35,152.5,0.85,54.38571429,0,18108,2826.429313,3417
B,35,152.5,0.85,55.04285714,0,16485,2853.307734,3454
B,35,152.5,0.85,55.7,0,21893,2840.662266,3469
B,35,152.5,0.85,55,0,23491,2801.17909,3751
B,35,152.5,0.85,54.3,0,24393,2853.816095,3569
B,35,152.5,0.85,53.6,1,30405,2856.675053,3691
B,35,152.5,0.85,52.9,0,23964,2882.978092,3576
B,35,152.5,0.85,52.2,0,23586,2789.840668,3468
B,35,152.5,0.85,51.5,0,16466,2826.778938,3756
B,35,152.5,0.85,51.95,0,18190,2835.107971,3537
B,35,152.5,0.85,52.4,0,21495,2809.557572,3508
B,35,152.5,0.85,52.85,1,22322,2839.663561,3477
B,35,152.5,0.85,53.3,0,27555,2825.452295,3417
B,35,152.5,0.85,53.75,1,17945,2826.113848,3454
B,35,152.5,0.85,54.2,0,21738,2790.831953,3620
B,35,152.5,0.85,53.73333333,1,21834,2860.205322,3504
B,35,152.5,0.85,53.26666667,1,18332,2839.43154,3500
B,35,152.5,0.85,52.8,1,26254,2836.47627,3426
B,35,152.5,0.85,52.33333333,0,27621,2812.565077,3775
B,35,152.5,0.85,51.86666667,0,24417,2832.721915,3556
B,35,152.5,0.85,51.4,0,23511,2830.071881,3494
B,35,152.5,0.85,51.4,0,21036,2927.796302,3492
B,35,152.5,0.85,51.4,0,16282,2846.025243,3407
B,35,152.5,0.85,51.4,1,29089,2837.158032,3532
C,35,85,1.655,50.8,0,27663,2770.200448,3468
C,35,85,1.655,50.8,0,22040,2748.848004,3533
C,35,85,1.655,51.01428571,1,18947,2792.799599,3456
C,35,85,1.655,51.22857143,0,19712,2808.485948,3631
C,35,85,1.655,51.44285714,0,27866,3071.31856,3561
C,35,85,1.655,51.65714286,0,25339,2833.710525,3588
C,35,85,1.655,51.87142857,0,24277,2812.093381,3615
C,35,85,1.655,52.08571429,0,23253,2908.535243,4009
C,35,85,1.655,52.3,1,32389,3079.352589,4155
C,35,85,1.655,52.1,1,19355,2949.437665,3929
C,35,85,1.655,51.9,1,26890,2910.473819,3657
C,35,85,1.655,51.7,1,28064,2925.430694,3610
C,35,85,1.655,51.5,0,25254,3010.110161,3568
C,35,85,1.655,51.3,0,28673,3052.134098,3680
C,35,85,1.655,51.1,0,20789,2974.546924,3606
C,35,85,1.655,51.16666667,0,25015,2975.422307,3650
C,35,85,1.655,51.23333333,1,26689,2943.655701,3954
C,35,85,1.655,51.3,0,29616,3232.77475,3796
C,35,85,1.655,51.36666667,1,25635,3010.287068,3709
C,35,85,1.655,51.43333333,0,27137,2937.073111,3762
C,35,85,1.655,51.5,1,26223,2810.521222,3508
C,35,85,1.655,51.63333333,1,19379,2772.688735,3422
C,35,85,1.655,51.76666667,0,24279,2761.606821,3337
C,35,85,1.655,51.9,0,26044,2676.563585,3628
C,35,85,1.655,52.03333333,0,21441,2667.555245,3291
C,35,85,1.655,52.16666667,1,23917,2741.881256,3335
C,35,85,1.655,52.3,0,18901,2712.440717,3243
C,35,85,1.655,52.3,0,28070,2712.52109,3346
C,35,85,1.655,52.3,0,23763,2740.401212,3288
C,35,85,1.655,52.3,0,25638,2930.229776,3330
D,35,60,1.665,47.5,0,20831,2706.405357,3427
D,35,60,1.665,47.5,0,22592,2799.081489,3435
D,35,60,1.665,47.55714286,0,28653,2769.831571,3369
D,35,60,1.665,47.61428571,1,25439,2781.559338,3431
D,35,60,1.665,47.67142857,1,21409,2839.183708,3454
D,35,60,1.665,47.72857143,1,27032,2837.016499,3396
D,35,60,1.665,47.78571429,0,30388,3023.132388,3600
D,35,60,1.665,47.84285714,0,29644,3013.547328,3695
D,35,60,1.665,47.9,1,25573,2714.486646,3401
D,35,60,1.665,48.33333333,0,28451,2829.43183,3701
D,35,60,1.665,48.76666667,1,24698,2624.577375,3263
D,35,60,1.665,49.2,0,28151,2600.904728,3298
D,35,60,1.665,49.63333333,0,31353,2834.507543,3335
D,35,60,1.665,50.06666667,0,24016,2938.800966,3531
D,35,60,1.665,50.5,0,30664,2926.883609,3435
D,35,60,1.665,50.56666667,0,23721,2826.739809,3384
D,35,60,1.665,50.63333333,1,29742,2976.135062,3433
D,35,60,1.665,50.7,0,21258,2822.175275,3354
D,35,60,1.665,50.76666667,1,26089,3136.472843,3638
D,35,60,1.665,50.83333333,0,29487,3373.134568,3993
D,35,60,1.665,50.9,0,21191,3140.091643,3634
D,35,60,1.665,51.08333333,0,21420,3052.35719,3544
D,35,60,1.665,51.26666667,1,28237,3107.362043,3550
D,35,60,1.665,51.45,1,20945,2885.94667,3414
D,35,60,1.665,51.63333333,1,25214,2937.776196,3501
D,35,60,1.665,51.81666667,0,17834,2834.085623,3337
D,35,60,1.665,52,0,27835,3011.016239,3564
D,35,60,1.665,52,0,27997,3119.770368,3720
D,35,60,1.665,52,0,26957,3303.905405,3624
D,35,60,1.665,52,0,18449,2827.771858,3453
A,36,160,0.33,61.2,0,22609,2772.168252,3686
A,36,160,0.33,61.2,1,28304,2829.602777,3627
A,36,160,0.33,60.75714286,1,26158,2849.507837,3576
A,36,160,0.33,60.31428571,0,20342,2908.382657,3668
A,36,160,0.33,59.87142857,0,29751,2962.986622,3770
A,36,160,0.33,59.42857143,1,21192,2821.425821,3633
A,36,160,0.33,58.98571429,0,23655,2815.519298,3807
A,36,160,0.33,58.54285714,0,19926,2818.165312,3526
A,36,160,0.33,58.1,0,18863,2798.932142,3746
A,36,160,0.33,58.93333333,0,19511,2753.368613,3532
A,36,160,0.33,59.76666667,0,30205,2828.254494,3796
A,36,160,0.33,60.6,0,31444,2829.741763,3640
A,36,160,0.33,61.43333333,0,21512,2833.665814,3614
A,36,160,0.33,62.26666667,0,20691,2832.730124,3576
A,36,160,0.33,63.1,0,19663,2789.927376,3625
A,36,160,0.33,62.08333333,1,21861,2809.647043,3689
A,36,160,0.33,61.06666667,0,18000,2832.289667,3674
A,36,160,0.33,60.05,0,21414,2857.360839,3670
A,36,160,0.33,59.03333333,1,15466,2819.11522,3682
A,36,160,0.33,58.01666667,0,18398,2828.070606,3669
A,36,160,0.33,57,1,21707,2850.00926,3700
A,36,160,0.33,58.36666667,0,18708,2855.067939,3698
A,36,160,0.33,59.73333333,1,23146,2835.844768,3677
A,36,160,0.33,61.1,0,27127,2933.883253,3696
A,36,160,0.33,62.46666667,0,24982,2924.327876,3739
A,36,160,0.33,63.83333333,1,21245,2900.930619,3600
A,36,160,0.33,65.2,1,24619,2887.231,3517
A,36,160,0.33,65.2,0,29181,2863.041534,3577
A,36,160,0.33,65.2,1,37073,3106.395868,3856
A,36,160,0.33,65.2,0,24724,2899.337445,3634
B,36,155,0.09,56.7,0,18326,2899.412692,3477
B,36,155,0.09,56.7,1,21321,2914.094789,3568
B,36,155,0.09,58.22857143,0,26293,2916.02358,3412
B,36,155,0.09,59.75714286,0,19461,2913.957042,3454
B,36,155,0.09,61.28571429,0,21290,2844.107327,3509
B,36,155,0.09,62.81428571,0,20520,2854.920906,3497
B,36,155,0.09,64.34285714,1,18739,2866.161321,3601
B,36,155,0.09,65.87142857,1,17327,2919.468748,3583
B,36,155,0.09,67.4,0,20573,2873.88237,3538
B,36,155,0.09,66.73333333,1,32295,2864.086391,3879
B,36,155,0.09,66.06666667,1,21420,2848.481326,3643
B,36,155,0.09,65.4,0,30747,2888.496406,3606
B,36,155,0.09,64.73333333,1,23119,2868.198884,3651
B,36,155,0.09,64.06666667,0,21104,2846.452521,3446
B,36,155,0.09,63.4,0,19574,2814.161081,3494
B,36,155,0.09,63.31666667,0,17052,2851.964931,3432
B,36,155,0.09,63.23333333,1,21515,2893.101232,3450
B,36,155,0.09,63.15,0,22927,2866.845379,3499
B,36,155,0.09,63.06666667,1,27920,2824.362285,3451
B,36,155,0.09,62.98333333,0,18316,2966.252184,3862
B,36,155,0.09,62.9,1,25357,2964.98667,3616
B,36,155,0.09,63.16666667,0,23128,3006.348106,3692
B,36,155,0.09,63.43333333,0,21017,2972.42418,3759
B,36,155,0.09,63.7,0,34737,3004.15672,3620
B,36,155,0.09,63.96666667,0,27354,2984.740477,3564
B,36,155,0.09,64.23333333,1,23594,3035.529414,3723
B,36,155,0.09,64.5,1,24485,3041.342945,3766
B,36,155,0.09,64.5,0,21594,3078.021765,3642
B,36,155,0.09,64.5,1,18712,3051.848974,3692
B,36,155,0.09,64.5,0,24746,3069.53346,3642
C,36,120,1.935,61.3,0,27398,3557.982663,4140
C,36,120,1.935,61.3,1,22277,3010.335817,3664
C,36,120,1.935,61.31428571,0,18227,3034.025182,3721
C,36,120,1.935,61.32857143,1,21853,3046.998307,4079
C,36,120,1.935,61.34285714,0,26623,3445.808511,3944
C,36,120,1.935,61.35714286,0,21386,3125.482839,3811
C,36,120,1.935,61.37142857,0,22668,3165.011205,3817
C,36,120,1.935,61.38571429,0,21351,3282.033347,4006
C,36,120,1.935,61.4,0,32571,3782.11283,4328
C,36,120,1.935,61.68333333,0,20511,3162.809858,4354
C,36,120,1.935,61.96666667,0,26133,3399.536984,4031
C,36,120,1.935,62.25,0,29870,3525.381252,4011
C,36,120,1.935,62.53333333,1,29196,3783.125771,4139
C,36,120,1.935,62.81666667,0,30112,3792.975392,4181
C,36,120,1.935,63.1,1,17889,3098.567947,3840
C,36,120,1.935,62.43333333,0,26522,3545.680944,4013
C,36,120,1.935,61.76666667,0,25697,3303.669728,3797
C,36,120,1.935,61.1,1,34286,3607.411451,4116
C,36,120,1.935,60.43333333,0,28689,3753.46164,4130
C,36,120,1.935,59.76666667,1,33034,3720.879034,4336
C,36,120,1.935,59.1,0,26864,3084.706075,3701
C,36,120,1.935,60.06666667,0,19965,2984.119659,3706
C,36,120,1.935,61.03333333,0,25142,3506.198672,3897
C,36,120,1.935,62,0,23268,3223.690003,3824
C,36,120,1.935,62.96666667,1,23544,3154.265121,3819
C,36,120,1.935,63.93333333,0,26582,3023.852607,3642
C,36,120,1.935,64.9,0,19422,2916.99171,3506
C,36,120,1.935,64.9,0,25734,3314.786314,3710
C,36,120,1.935,64.9,0,23734,3044.239825,3546
C,36,120,1.935,64.9,1,23545,3507.288341,3990
D,36,55,1.9,61,0,22977,2965.944336,3810
D,36,55,1.9,61,0,20150,3225.872754,3866
D,36,55,1.9,60.65714286,0,26182,3357.867008,3672
D,36,55,1.9,60.31428571,0,23288,3048.591764,3701
D,36,55,1.9,59.97142857,0,20879,3238.661286,3650
D,36,55,1.9,59.62857143,0,24579,3064.205094,3651
D,36,55,1.9,59.28571429,0,29825,3438.164023,3977
D,36,55,1.9,58.94285714,0,27882,3397.850836,3986
D,36,55,1.9,58.6,0,25380,3231.868282,3700
D,36,55,1.9,59,0,29877,3401.995816,3858
D,36,55,1.9,59.4,0,20026,2925.234845,3606
D,36,55,1.9,59.8,0,26899,2982.282724,3773
D,36,55,1.9,60.2,0,27354,3279.422022,3723
D,36,55,1.9,60.6,0,24245,3364.361023,3819
D,36,55,1.9,61,0,26968,3396.399288,3760
D,36,55,1.9,61.08333333,0,22086,3292.864665,3632
D,36,55,1.9,61.16666667,0,30062,3221.698623,3654
D,36,55,1.9,61.25,1,22803,3085.358374,3698
D,36,55,1.9,61.33333333,0,25441,3419.711253,3855
D,36,55,1.9,61.41666667,0,30267,3112.200152,3753
D,36,55,1.9,61.5,0,21698,3286.974652,3788
D,36,55,1.9,61.4,0,23296,3161.248369,3561
D,36,55,1.9,61.3,0,29674,3210.951405,3688
D,36,55,1.9,61.2,0,23853,2618.607052,3241
D,36,55,1.9,61.1,0,26617,3015.978623,3509
D,36,55,1.9,61,0,19895,2537.001407,3133
D,36,55,1.9,60.9,0,27092,2914.087554,3327
D,36,55,1.9,60.9,0,31425,2826.885473,3349
D,36,55,1.9,60.9,0,29028,2768.34322,3491
D,36,55,1.9,60.9,1,25130,2734.178273,3296
A,36,,,52.9,1,24848,2662.382164,3314
A,36,,,52.9,0,28360,2709.153385,3368
A,36,,,52.57142857,0,27108,2715.586506,3454
A,36,,,52.24285714,0,22284,2795.071441,3471
A,36,,,51.91428571,0,27817,2763.18956,3369
A,36,,,51.58571429,0,21760,2770.086029,3488
A,36,,,51.25714286,0,25107,2806.625443,3547
A,36,,,50.92857143,0,24657,2784.093969,3474
A,36,,,50.6,0,21400,2774.581822,3565
A,36,,,50.35,0,25552,2784.692822,3490
A,36,,,50.1,0,33329,2882.714813,3559
A,36,,,49.85,1,35763,3166.183262,3622
A,36,,,49.6,1,22890,2810.058628,3538
A,36,,,49.35,0,21044,2785.842188,3664
A,36,,,49.1,1,17892,2847.069416,3614
A,36,,,49.16666667,0,22279,2842.923875,3599
A,36,,,49.23333333,1,21109,2882.265242,3851
A,36,,,49.3,1,22991,2977.186812,3812
A,36,,,49.36666667,0,17063,2883.267186,3642
A,36,,,49.43333333,0,18227,2867.021177,3616
A,36,,,49.5,0,22265,2929.890636,3664
A,36,,,50.26666667,1,21434,2871.381123,3640
A,36,,,51.03333333,0,20950,2825.345442,3669
A,36,,,51.8,0,26251,3049.13729,3647
A,36,,,52.56666667,0,22776,2852.319635,3660
A,36,,,53.33333333,0,19588,2809.835614,3450
A,36,,,54.1,0,24507,2883.513772,3642
A,36,,,54.1,0,26626,2882.653497,3520
A,36,,,54.1,0,32360,2890.86542,3572
A,36,,,54.1,1,26447,2865.474874,3596
B,36,,,49.4,0,21247,2798.713842,3285
B,36,,,49.4,0,20421,2788.088096,3298
B,36,,,50.64285714,1,27419,2790.164266,3241
B,36,,,51.88571429,0,18153,2777.038892,3445
B,36,,,53.12857143,0,23498,2777.218614,3321
B,36,,,54.37142857,0,25348,2810.580993,3248
B,36,,,55.61428571,0,20996,2793.386026,3506
B,36,,,56.85714286,0,16809,2830.724909,3563
B,36,,,58.1,0,20962,2826.712718,3422
B,36,,,56.75,0,33120,3105.159632,3372
B,36,,,55.4,0,21981,3028.117329,3492
B,36,,,54.05,0,26052,3283.620835,3476
B,36,,,52.7,0,25279,3040.203964,3372
B,36,,,51.35,0,21624,2801.914493,3394
B,36,,,50,1,23374,2777.86331,3380
B,36,,,50.31666667,1,20579,2821.517907,3428
B,36,,,50.63333333,0,23996,3148.577805,3456
B,36,,,50.95,0,28581,2982.735559,3446
B,36,,,51.26666667,0,31081,3055.366333,3500
B,36,,,51.58333333,0,17622,2811.592271,3416
B,36,,,51.9,0,25517,2855.70698,3330
B,36,,,50.5,0,24175,3201.94606,3462
B,36,,,49.1,0,19871,2911.481757,3391
B,36,,,47.7,0,33029,3119.529383,3436
B,36,,,46.3,0,22825,3000.910055,3518
B,36,,,44.9,0,22075,3241.000589,3665
B,36,,,43.5,0,32261,3205.549456,3631
B,36,,,43.5,1,29483,3038.447682,3738
B,36,,,43.5,0,19686,2950.495631,3642
B,36,,,43.5,0,25352,3014.20523,3616
C,36,,,52,0,30119,3214.472127,3762
C,36,,,52,0,22108,3005.589244,3560
C,36,,,51.85714286,0,18156,3300.776327,3646
C,36,,,51.71428571,0,22976,3109.004831,3584
C,36,,,51.57142857,0,29534,3390.716835,3890
C,36,,,51.42857143,1,24535,3327.616711,3701
C,36,,,51.28571429,0,23818,3411.228903,3710
C,36,,,51.14285714,1,25241,3468.01351,3983
C,36,,,51,0,30541,3388.58983,3789
C,36,,,51.83333333,0,19943,3218.723011,3960
C,36,,,52.66666667,0,25222,3316.611252,3675
C,36,,,53.5,0,27672,3369.628397,3700
C,36,,,54.33333333,0,28766,3368.951331,3739
C,36,,,55.16666667,0,26677,3260.879409,3666
C,36,,,56,0,15933,2962.616017,3563
C,36,,,55.11666667,1,33990,3326.806649,3701
C,36,,,54.23333333,0,25086,3321.864546,3610
C,36,,,53.35,0,33921,3388.319448,3810
C,36,,,52.46666667,0,27372,3324.566784,3970
C,36,,,51.58333333,0,30882,3311.91134,3746
C,36,,,50.7,0,27545,3292.72652,4021
C,36,,,50.93333333,0,19892,3130.516539,3546
C,36,,,51.16666667,0,24663,3167.167822,3542
C,36,,,51.4,0,21457,3167.978469,3848
C,36,,,51.63333333,0,23265,3159.096583,3408
C,36,,,51.86666667,0,22290,3195.16236,3632
C,36,,,52.1,1,17416,2880.25023,3488
C,36,,,52.1,1,27590,3129.849511,3673
C,36,,,52.1,1,27347,3177.310893,3672
C,36,,,52.1,0,23000,3254.077696,3578
D,36,,,50.7,0,21799,3315.414652,3764
D,36,,,50.7,0,19165,3355.800574,3729
D,36,,,50.4,0,23713,3477.402058,3701
D,36,,,50.1,0,21579,3448.009083,3766
D,36,,,49.8,0,21541,3393.303514,3673
D,36,,,49.5,0,23062,3401.002688,3780
D,36,,,49.2,0,26507,3407.961557,3812
D,36,,,48.9,0,28849,3441.07151,3949
D,36,,,48.6,0,25195,3388.883985,3775
D,36,,,48.78333333,0,27952,3344.583751,3782
D,36,,,48.96666667,0,18454,3400.26352,3832
D,36,,,49.15,0,18522,3356.771245,3917
D,36,,,49.33333333,0,25863,3400.352125,3778
D,36,,,49.51666667,0,22977,3367.936545,3852
D,36,,,49.7,0,25336,3392.843543,3715
D,36,,,49.55,0,21431,3423.450002,3823
D,36,,,49.4,0,28476,3450.836108,3824
D,36,,,49.25,0,21440,3490.1375,3779
D,36,,,49.1,0,24932,3479.091328,3785
D,36,,,48.95,0,29576,3520.106641,3986
D,36,,,48.8,1,22632,3497.657476,3762
D,36,,,49.1,1,28308,3369.278296,3847
D,36,,,49.4,0,27091,3343.6143,3796
D,36,,,49.7,0,20257,3338.7821,3625
D,36,,,50,0,24169,3373.04183,3684
D,36,,,50.3,1,18382,3188.689696,3487
D,36,,,50.6,0,24846,3338.50817,3756
D,36,,,50.6,0,25783,3358.231936,3596
D,36,,,50.6,1,30267,3348.229028,3688
D,36,,,50.6,0,23467,3311.575958,3675
A,35,165,0.18,64.3,0,26646,2719.79967,3369
A,35,165,0.18,64.3,0,29280,2734.588183,3252
A,35,165,0.18,63.67142857,0,26734,2777.333658,3270
A,35,165,0.18,63.04285714,0,22361,2789.974286,3378
A,35,165,0.18,62.41428571,0,31074,2803.713233,3266
A,35,165,0.18,61.78571429,0,21927,2777.077667,3356
A,35,165,0.18,61.15714286,1,29650,2776.548634,3353
A,35,165,0.18,60.52857143,1,28197,2755.326099,3335
A,35,165,0.18,59.9,0,24571,2789.68882,3358
A,35,165,0.18,59.63333333,1,25143,2782.294317,3548
A,35,165,0.18,59.36666667,0,28646,2762.399672,3399
A,35,165,0.18,59.1,0,34387,2769.089074,3369
A,35,165,0.18,58.83333333,0,25028,2739.619666,3298
A,35,165,0.18,58.56666667,1,20350,2788.4143,3375
A,35,165,0.18,58.3,0,18853,2782.961598,3430
A,35,165,0.18,58.7,0,24589,2794.906625,3527
A,35,165,0.18,59.1,0,22149,2816.954851,3504
A,35,165,0.18,59.5,0,24868,2871.153249,3500
A,35,165,0.18,59.9,0,14482,2836.699351,3487
A,35,165,0.18,60.3,1,27967,2784.101727,3464
A,35,165,0.18,60.7,0,23109,2786.334675,3554
A,35,165,0.18,61.31666667,0,22411,2804.602606,3476
A,35,165,0.18,61.93333333,0,23041,2803.336791,3522
A,35,165,0.18,62.55,0,28151,2816.365102,3440
A,35,165,0.18,63.16666667,1,23305,2824.280755,3518
A,35,165,0.18,63.78333333,0,20618,2777.028082,3313
A,35,165,0.18,64.4,0,25961,2780.040214,3390
A,35,165,0.18,64.4,0,26896,2737.667943,3300
A,35,165,0.18,64.4,0,34467,2780.581977,3335
A,35,165,0.18,64.4,0,27124,2782.310721,3362
B,35,120,1.46,59.7,0,20049,2775.896204,3166
B,35,120,1.46,59.7,0,22012,2806.120162,3181
B,35,120,1.46,59.18571429,0,32437,2792.001264,3241
B,35,120,1.46,58.67142857,0,22376,2810.945567,3204
B,35,120,1.46,58.15714286,1,19294,2782.200736,3235
B,35,120,1.46,57.64285714,1,31393,2754.912911,3172
B,35,120,1.46,57.12857143,0,22031,2750.558758,3477
B,35,120,1.46,56.61428571,0,18534,2769.07408,3316
B,35,120,1.46,56.1,1,34798,2783.864791,3380
B,35,120,1.46,56.68333333,0,35638,2787.908132,3471
B,35,120,1.46,57.26666667,0,22681,2777.380142,3272
B,35,120,1.46,57.85,0,29744,2835.397088,3258
B,35,120,1.46,58.43333333,0,27864,2801.631819,3364
B,35,120,1.46,59.01666667,1,19162,2799.808684,3194
B,35,120,1.46,59.6,0,25239,2769.427473,3249
B,35,120,1.46,59.8,0,26403,2793.683937,3409
B,35,120,1.46,60,0,21914,2815.803368,3241
B,35,120,1.46,60.2,0,26608,2807.80472,3427
B,35,120,1.46,60.4,0,32228,2809.0772,3243
B,35,120,1.46,60.6,0,21132,2812.649631,3290
B,35,120,1.46,60.8,0,27694,2810.362172,3231
B,35,120,1.46,60.1,0,22097,2992.171064,3473
B,35,120,1.46,59.4,0,21013,2973.098796,3524
B,35,120,1.46,58.7,0,37309,2981.643732,3458
B,35,120,1.46,58,1,28608,3003.804286,3608
B,35,120,1.46,57.3,0,22454,2991.461343,3441
B,35,120,1.46,56.6,0,33741,2963.751963,3448
B,35,120,1.46,56.6,0,31959,3003.956475,3463
B,35,120,1.46,56.6,0,18151,2959.237783,3450
B,35,120,1.46,56.6,0,27878,2965.242629,3492
C,35,85,1.56,62.3,1,32221,3059.220695,3467
C,35,85,1.56,62.3,0,22946,2929.53944,3394
C,35,85,1.56,62.27142857,0,18439,2927.946364,3440
C,35,85,1.56,62.24285714,0,24350,2906.557823,3426
C,35,85,1.56,62.21428571,1,25470,2952.736945,3448
C,35,85,1.56,62.18571429,0,29112,2955.603394,3444
C,35,85,1.56,62.15714286,1,31290,2944.412336,3509
C,35,85,1.56,62.12857143,0,30271,3094.326914,3632
C,35,85,1.56,62.1,0,29965,3075.346237,3527
C,35,85,1.56,62.83333333,0,21795,2954.805965,3661
C,35,85,1.56,63.56666667,0,25777,2936.408892,3490
C,35,85,1.56,64.3,0,28967,2896.822246,3400
C,35,85,1.56,65.03333333,0,25031,2907.54057,3448
C,35,85,1.56,65.76666667,0,28779,2949.428959,3430
C,35,85,1.56,66.5,0,17467,2834.853724,3400
C,35,85,1.56,65.56666667,0,39740,2868.774711,3410
C,35,85,1.56,64.63333333,0,26709,2851.616122,3427
C,35,85,1.56,63.7,0,30227,2996.815661,3462
C,35,85,1.56,62.76666667,0,27812,2933.844384,3428
C,35,85,1.56,61.83333333,0,34136,2895.818344,3418
C,35,85,1.56,60.9,0,28802,2882.24967,3312
C,35,85,1.56,61.25,0,22663,2838.632794,3208
C,35,85,1.56,61.6,0,23975,2878.663399,3245
C,35,85,1.56,61.95,1,31073,2841.401088,3183
C,35,85,1.56,62.3,0,22818,2837.810807,3258
C,35,85,1.56,62.65,0,23678,2829.940662,3217
C,35,85,1.56,63,0,20645,2768.201502,3117
C,35,85,1.56,63,0,34938,2794.951915,3158
C,35,85,1.56,63,0,32392,2857.832613,3183
C,35,85,1.56,63,0,21305,2829.599906,3147
D,35,57.5,1.675,53.2,1,21469,2942.883227,3392
D,35,57.5,1.675,53.2,1,20610,2986.154973,3441
D,35,57.5,1.675,54.15714286,0,21654,3037.190819,3369
D,35,57.5,1.675,55.11428571,0,21117,2952.034996,3403
D,35,57.5,1.675,56.07142857,0,24394,2955.558826,3345
D,35,57.5,1.675,57.02857143,0,26143,2963.268523,3399
D,35,57.5,1.675,57.98571429,0,27604,3041.035176,3408
D,35,57.5,1.675,58.94285714,0,25916,3118.498611,3520
D,35,57.5,1.675,59.9,0,25069,2970.8767,3364
D,35,57.5,1.675,59.78333333,0,27439,3057.075877,3442
D,35,57.5,1.675,59.66666667,0,21856,2937.742908,3371
D,35,57.5,1.675,59.55,1,22497,2947.711206,3371
D,35,57.5,1.675,59.43333333,0,24362,3104.901034,3455
D,35,57.5,1.675,59.31666667,1,27419,3131.535322,3372
D,35,57.5,1.675,59.2,0,23846,3059.57733,3367
D,35,57.5,1.675,58.1,1,28301,3149.648493,3430
D,35,57.5,1.675,57,0,28043,3127.742859,3396
D,35,57.5,1.675,55.9,0,23294,3060.237314,3440
D,35,57.5,1.675,54.8,0,26973,3126.540466,3355
D,35,57.5,1.675,53.7,1,35381,3103.642463,3505
D,35,57.5,1.675,52.6,0,21177,3132.766067,3381
D,35,57.5,1.675,53.81666667,0,29728,3116.762345,3409
D,35,57.5,1.675,55.03333333,0,29723,3083.946338,3400
D,35,57.5,1.675,56.25,0,21612,2961.944013,3307
D,35,57.5,1.675,57.46666667,0,22437,3053.757142,3408
D,35,57.5,1.675,58.68333333,0,19612,3025.846166,3341
D,35,57.5,1.675,59.9,0,22663,3046.76305,3358
D,35,57.5,1.675,59.9,1,27750,3065.681369,3295
D,35,57.5,1.675,59.9,0,34714,3046.67382,3288
D,35,57.5,1.675,59.9,0,23592,2991.347915,3240
A,35,200,0.045,55.3,0,18759,2681.753985,3610
A,35,200,0.045,55.3,1,23857,2939.462212,3526
A,35,200,0.045,55.62857143,1,24067,2826.4539,3437
A,35,200,0.045,55.95714286,1,22949,2964.727918,3654
A,35,200,0.045,56.28571429,1,27900,2870.051362,3455
A,35,200,0.045,56.61428571,1,25126,3001.540675,3506
A,35,200,0.045,56.94285714,0,27616,2813.581221,3495
A,35,200,0.045,57.27142857,0,27022,2786.742654,3462
A,35,200,0.045,57.6,1,26991,2895.755733,3512
A,35,200,0.045,58.35,0,23308,2807.781406,3533
A,35,200,0.045,59.1,1,17975,3144.975132,3574
A,35,200,0.045,59.85,0,26657,3137.893686,3535
A,35,200,0.045,60.6,0,29888,2877.826552,3759
