WaterLeft,SPAD,Size,3rd_temp,class
55,60.9,31425,2804.32768,4
55,60.9,29028,2752.404768,4
55,60.9,25130,2691.092671,4
200.1532603,52.9,24848,2624.275409,1
197.1168313,52.9,28360,2652.759052,1
194.8266799,52.57142857,27108,2706.308426,1
195.0270748,52.24285714,22284,2735.353653,1
197.7144492,51.91428571,27817,2694.18928,1
194.4997385,51.58571429,21760,2838.276944,1
193.2004604,51.25714286,25107,2773.273545,1
195.1425969,50.92857143,24657,2735.667994,1
192.5884936,50.6,21400,2683.636839,1
194.8238108,50.35,25552,2713.832569,1
193.702712,50.1,33329,2843.446392,1
196.053738,49.85,35763,3125.328826,1
195.7180434,49.6,22890,2985.537656,1
190.1695857,49.35,21044,2710.59703,1
193.9764928,49.1,17892,2814.011805,1
192.4686051,49.16666667,22279,2751.259958,1
187.5815919,49.23333333,21109,2808.825269,1
189.3894971,49.3,22991,2918.28144,1
191.526682,49.36666667,17063,2801.794143,1
192.1169447,49.43333333,18227,2741.020289,1
191.2435619,49.5,22265,2835.097561,1
193.1871791,50.26666667,21434,2801.972995,1
189.971427,51.03333333,20950,2726.100393,1
192.1443653,51.8,26251,3010.141755,1
190.1029715,52.56666667,22776,2782.765898,1
195.4925831,53.33333333,19588,2740.02464,1
190.5189273,54.1,24507,2794.124336,1
193.9314234,54.1,26626,2811.21184,1
192.5422486,54.1,32360,2796.654883,1
193.5559306,54.1,26447,2824.329708,1
154.2104782,49.4,21247,2771.011867,2
153.7641577,49.4,20421,2731.824844,2
157.0009193,50.64285714,27419,2745.266467,2
149.0266288,51.88571429,18153,2750.8806,2
152.2390042,53.12857143,23498,2763.713777,2
154.2746582,54.37142857,25348,2817.235319,2
146.6456598,55.61428571,20996,2772.856088,2
145.0655976,56.85714286,16809,2834.411459,2
148.7210905,58.1,20962,2805.961347,2
152.5570868,56.75,33120,3062.081176,2
148.8855307,55.4,21981,3002.687126,2
151.5868266,54.05,26052,3210.225547,2
152.9214638,52.7,25279,2998.190359,2
150.7637059,51.35,21624,2735.772632,2
153.1476576,50,23374,2731.458147,2
152.0679274,50.31666667,20579,3066.880503,2
151.8423127,50.63333333,23996,3125.105571,2
150.785628,50.95,28581,2938.977617,2
149.7642454,51.26666667,31081,3008.351508,2
150.1685417,51.58333333,17622,2959.793865,2
152.854218,51.9,25517,2791.480193,2
152.1124498,50.5,24175,3158.484454,2
152.1697148,49.1,19871,2876.688321,2
152.8159406,47.7,33029,3085.829735,2
149.901289,46.3,22825,2915.73867,2
147.9253773,44.9,22075,3217.805431,2
148.9140046,43.5,32261,3140.256651,2
146.5178467,43.5,29483,2985.22815,2
146.6392404,43.5,19686,2893.327087,2
147.8607486,43.5,25352,2965.961984,2
94.96421487,52,30119,3157.816737,3
99.01377206,52,22108,2955.54502,3
98.89714978,51.85714286,18156,3300.126115,3
99.19690446,51.71428571,22976,3080.452888,3
92.82240756,51.57142857,29534,3291.162641,3
99.54465913,51.42857143,24535,3239.566761,3
98.07880044,51.28571429,23818,3335.223043,3
92.78432511,51.14285714,25241,3236.525718,3
95.75865787,51,30541,3289.801658,3
89.47834156,51.83333333,19943,3166.559479,3
98.03810639,52.66666667,25222,3271.402571,3
97.56770879,53.5,27672,3320.080531,3
96.29212626,54.33333333,28766,3195.341754,3
97.32743043,55.16666667,26677,3113.137083,3
97.73715021,56,15933,2897.340094,3
98.75458246,55.11666667,33990,3260.12972,3
99.56299596,54.23333333,25086,3174.377618,3
94.66682006,53.35,33921,3112.314102,3
89.88019428,52.46666667,27372,3190.363796,3
96.24998201,51.58333333,30882,3131.890965,3
88.58641702,50.7,27545,3097.200396,3
100.5915507,50.93333333,19892,3015.845718,3
100.9384435,51.16666667,24663,3018.823243,3
92.32047384,51.4,21457,3006.147791,3
104.5289227,51.63333333,23265,2959.270324,3
98.48015339,51.86666667,22290,3001.150742,3
101.9292398,52.1,17416,2841.146471,3
98.66995621,52.1,27590,3004.756549,3
99.06192662,52.1,27347,2954.616776,3
100.395319,52.1,23000,3007.187387,3
64.65057745,50.7,21799,3199.51672,4
65.93881588,50.7,19165,3323.711849,4
67.72401383,50.4,23713,3330.240759,4
65.74042573,50.1,21579,3339.66147,4
67.99013554,49.8,21541,3298.799838,4
65.11746521,49.5,23062,3191.642197,4
64.34149964,49.2,26507,3227.223804,4
60.8240708,48.9,28849,3090.797524,4
65.35926694,48.6,25195,3060.09573,4
64.7860961,48.78333333,27952,3114.803457,4
63.7660179,48.96666667,18454,3154.787733,4
61.01203325,49.15,18522,3000.379568,4
65.20642036,49.33333333,25863,3047.312483,4
62.84326542,49.51666667,22977,3047.605076,4
66.83449605,49.7,25336,3038.350799,4
64.07318967,49.55,21431,3227.808962,4
64.29293064,49.4,28476,3268.483468,4
65.88173737,49.25,21440,3293.843572,4
65.66379658,49.1,24932,3302.489338,4
60.38386171,48.95,29576,3258.74942,4
68.39845101,48.8,22632,3311.884334,4
64.97248761,49.1,28308,3226.565607,4
64.25353487,49.4,27091,3171.225278,4
68.93685184,49.7,20257,3197.967748,4
67.48567706,50,24169,3225.766213,4
73.40610679,50.3,18382,3158.48553,4
65.07566917,50.6,24846,3211.244521,4
69.70963422,50.6,25783,3171.531648,4
68.94461664,50.6,30267,3135.185499,4
67.13693104,50.6,23467,3094.683212,4
165,64.3,26646,2663.167914,1
165,64.3,29280,2669.051808,1
165,63.67142857,26734,2712.569164,1
165,63.04285714,22361,2780.551648,1
165,62.41428571,31074,2736.043702,1
165,61.78571429,21927,2858.048284,1
165,61.15714286,29650,2694.977205,1
165,60.52857143,28197,2684.608047,1
165,59.9,24571,2726.295159,1
165,59.63333333,25143,2717.324103,1
165,59.36666667,28646,2738.748398,1
165,59.1,34387,2702.418679,1
165,58.83333333,25028,2958.042054,1
165,58.56666667,20350,2770.755471,1
165,58.3,18853,2712.634497,1
165,58.7,24589,2717.904686,1
165,59.1,22149,2750.3,1
165,59.5,24868,2808.843173,1
165,59.9,14482,2791.287139,1
165,60.3,27967,2699.824159,1
165,60.7,23109,2692.64121,1
165,61.31666667,22411,2839.033512,1
165,61.93333333,23041,2707.975905,1
165,62.55,28151,2752.074785,1
165,63.16666667,23305,2730.455909,1
165,63.78333333,20618,2695.016326,1
165,64.4,25961,2701.535225,1
165,64.4,26896,2689.174348,1
165,64.4,34467,2710.17287,1
165,64.4,27124,3007.902102,1
120,59.7,20049,2769.777467,2
120,59.7,22012,2789.905734,2
120,59.18571429,32437,2761.251605,2
120,58.67142857,22376,2763.440168,2
120,58.15714286,19294,2718.029627,2
120,57.64285714,31393,2687.04402,2
120,57.12857143,22031,2719.819032,2
120,56.61428571,18534,2805.763664,2
120,56.1,34798,2690.137754,2
120,56.68333333,35638,2750.736454,2
120,57.26666667,22681,2716.269279,2
120,57.85,29744,2877.158922,2
120,58.43333333,27864,2748.576969,2
120,59.01666667,19162,2764.227273,2
120,59.6,25239,2734.595711,2
120,59.8,26403,2744.942156,2
120,60,21914,2776.246318,2
120,60.2,26608,2754.461246,2
120,60.4,32228,2749.213028,2
120,60.6,21132,2826.499454,2
120,60.8,27694,2747.771099,2
120,60.1,22097,2947.214746,2
120,59.4,21013,2903.417829,2
120,58.7,37309,2915.344103,2
120,58,28608,2915.911551,2
120,57.3,22454,2919.868204,2
120,56.6,33741,2900.594137,2
120,56.6,31959,2954.414486,2
120,56.6,18151,2889.208095,2
120,56.6,27878,2888.219736,2
85,62.3,32221,2983.152748,3
85,62.3,22946,2846.82928,3
85,62.27142857,18439,3017.601979,3
85,62.24285714,24350,2854.460409,3
85,62.21428571,25470,2872.903365,3
85,62.18571429,29112,2873.764587,3
85,62.15714286,31290,2888.66059,3
85,62.12857143,30271,3039.188732,3
85,62.1,29965,3005.408834,3
85,62.83333333,21795,2907.421247,3
85,63.56666667,25777,2883.342018,3
85,64.3,28967,2844.768003,3
85,65.03333333,25031,2827.670775,3
85,65.76666667,28779,2846.18705,3
85,66.5,17467,2768.8618,3
85,65.56666667,39740,2790.688733,3
85,64.63333333,26709,2811.944882,3
85,63.7,30227,2903.473183,3
85,62.76666667,27812,2829.898926,3
85,61.83333333,34136,2829.757591,3
85,60.9,28802,2838.960903,3
85,61.25,22663,2802.318915,3
85,61.6,23975,2834.705984,3
85,61.95,31073,2785.56288,3
85,62.3,22818,2802.908564,3
85,62.65,23678,2800.150225,3
85,63,20645,2725.20659,3
85,63,34938,2740.717515,3
85,63,32392,2811.493243,3
85,63,21305,2790.375255,3
57.5,53.2,21469,2915.867891,4
57.5,53.2,20610,2945.33686,4
57.5,54.15714286,21654,3103.261242,4
57.5,55.11428571,21117,2936.949948,4
57.5,56.07142857,24394,2906.614116,4
57.5,57.02857143,26143,2915.637695,4
57.5,57.98571429,27604,2986.42181,4
57.5,58.94285714,25916,3091.816105,4
57.5,59.9,25069,2940.927027,4
57.5,59.78333333,27439,3050.719846,4
57.5,59.66666667,21856,2837.862251,4
57.5,59.55,22497,2937.542222,4
57.5,59.43333333,24362,3109.320825,4
57.5,59.31666667,27419,3075.095988,4
57.5,59.2,23846,3028.241964,4
57.5,58.1,28301,3081.713431,4
57.5,57,28043,3070.069477,4
57.5,55.9,23294,3020.94765,4
57.5,54.8,26973,3104.188178,4
57.5,53.7,35381,3062.501282,4
57.5,52.6,21177,3094.978282,4
57.5,53.81666667,29728,3068.343881,4
57.5,55.03333333,29723,3041.546528,4
57.5,56.25,21612,3013.745095,4
57.5,57.46666667,22437,3033.189774,4
57.5,58.68333333,19612,2979.524814,4
57.5,59.9,22663,2995.476995,4
57.5,59.9,27750,2962.339315,4
57.5,59.9,34714,2952.275616,4
57.5,59.9,23592,2905.124784,4
200,55.3,18759,2626.256573,1
200,55.3,23857,2885.457677,1
200,55.62857143,24067,2758.27744,1
200,55.95714286,22949,2970.109387,1
200,56.28571429,27900,2772.114813,1
200,56.61428571,25126,2956.086564,1
200,56.94285714,27616,2737.537725,1
200,57.27142857,27022,2674.813709,1
200,57.6,26991,2848.953954,1
200,58.35,23308,2735.706591,1
200,59.1,17975,3126.61058,1
200,59.85,26657,3082.060602,1
200,60.6,29888,2772.804268,1
200,61.35,19921,2799.443339,1
200,62.1,21453,2771.891176,1
200,60.31666667,22329,2946.945987,1
200,58.53333333,23893,2661.555029,1
200,56.75,23207,2968.770714,1
200,54.96666667,24401,2676.668492,1
200,53.18333333,27795,2826.498134,1
200,51.4,22447,3007.763717,1
200,52.36666667,23098,2774.286405,1
200,53.33333333,19838,2964.051313,1
200,54.3,20198,3187.942783,1
200,55.26666667,20696,2968.414136,1
200,56.23333333,24221,2822.162473,1
200,57.2,19340,3101.521374,1
200,57.2,29830,3112.975745,1
200,57.2,33535,3153.49377,1
200,57.2,29890,3066.37055,1
142.5,63.9,28636,2924.088549,2
142.5,63.9,23058,2802.156005,2
142.5,62.8,25571,2781.532955,2
142.5,61.7,23394,2865.906361,2
142.5,60.6,17335,3040.965503,2
142.5,59.5,23448,3026.404249,2
142.5,58.4,22901,2809.99415,2
142.5,57.3,27741,2896.272666,2
142.5,56.2,29627,3077.828701,2
142.5,57.36666667,33027,3174.808873,2
142.5,58.53333333,24858,3090.019899,2
142.5,59.7,25957,3139.432136,2
142.5,60.86666667,23817,3129.43852,2
142.5,62.03333333,19357,3105.117366,2
142.5,63.2,20581,2853.190791,2
142.5,61.7,20131,2891.809216,2
142.5,60.2,23962,3118.30879,2
142.5,58.7,21700,3124.725373,2
142.5,57.2,30147,3100.149377,2
142.5,55.7,18317,2835.426278,2
142.5,54.2,26532,2820.613373,2
142.5,54.63333333,22127,3140.936907,2
142.5,55.06666667,24903,3075.676878,2
142.5,55.5,31921,3082.026394,2
142.5,55.93333333,24052,3131.598362,2
142.5,56.36666667,22998,3035.192227,2
142.5,56.8,27479,3048.201327,2
142.5,56.8,25681,3307.497879,2
142.5,56.8,22327,2946.479853,2
142.5,56.8,30264,3291.942112,2
90,50.9,23726,3238.091499,3
90,50.9,20492,3338.678771,3
90,50.82857143,25757,3396.122242,3
90,50.75714286,25940,3265.890494,3
90,50.68571429,20488,3516.429416,3
90,50.61428571,23146,3492.910975,3
90,50.54285714,27249,3493.370964,3
90,50.47142857,29105,3354.253412,3
90,50.4,26977,3422.81931,3
90,50.58333333,29630,3370.497127,3
90,50.76666667,28459,3295.574815,3
90,50.95,30441,3436.713905,3
90,51.13333333,28780,3451.734551,3
90,51.31666667,24885,3139.857731,3
90,51.5,21016,3138.100231,3
90,51.28333333,29707,3379.625829,3
90,51.06666667,25773,3259.378443,3
90,50.85,27169,3188.600772,3
90,50.63333333,19974,2969.366542,3
90,50.41666667,28230,3298.340285,3
90,50.2,32108,3260.769164,3
90,51.91666667,25982,3257.45645,3
90,53.63333333,24356,3305.703031,3
90,55.35,29732,3180.739539,3
90,57.06666667,21554,3164.820881,3
90,58.78333333,23511,3061.42712,3
90,60.5,18896,2969.587094,3
90,60.5,29749,3002.393101,3
90,60.5,27758,3022.875861,3
90,60.5,21096,3053.499747,3
57.5,52.5,17087,3297.248289,4
57.5,52.5,19686,3300.800807,4
57.5,53.2,18239,3307.993393,4
57.5,53.9,20614,3319.604894,4
57.5,54.6,20561,3236.829017,4
57.5,55.3,18151,3230.158762,4
57.5,56,25151,3291.698637,4
57.5,56.7,20991,3168.595944,4
57.5,57.4,19876,3290.284307,4
57.5,56.21666667,24408,3298.567343,4
57.5,55.03333333,22973,3305.754909,4
57.5,53.85,25804,3307.82387,4
57.5,52.66666667,23029,3316.667763,4
57.5,51.48333333,25734,3280.248849,4
57.5,50.3,20358,3294.60818,4
57.5,50.71666667,26846,3304.361272,4
57.5,51.13333333,25918,3226.159762,4
57.5,51.55,23515,3220.440488,4
57.5,51.96666667,21821,3254.260834,4
57.5,52.38333333,32541,3286.410906,4
57.5,52.8,20496,3277.528328,4
57.5,52.51666667,26964,3218.305415,4
57.5,52.23333333,25886,3201.362705,4
57.5,51.95,22946,3143.065358,4
57.5,51.66666667,21988,3042.399164,4
57.5,51.38333333,19626,3172.132574,4
57.5,51.1,23092,3131.753777,4
57.5,51.1,31940,2967.242992,4
57.5,51.1,33845,3045.201736,4
57.5,51.1,25132,2914.771497,4
217.5,59,32054,2663.642597,1
217.5,59,30338,2589.518878,1
217.5,59.15714286,33798,2613.941272,1
217.5,59.31428571,26293,2682.181115,1
217.5,59.47142857,26299,2620.843927,1
217.5,59.62857143,25743,2871.882952,1
217.5,59.78571429,29293,2838.308993,1
217.5,59.94285714,25537,2789.377038,1
217.5,60.1,23051,2841.656314,1
217.5,59.43333333,19430,2772.330522,1
217.5,58.76666667,22760,2730.068843,1
217.5,58.1,33071,2671.127476,1
217.5,57.43333333,24178,2764.569243,1
217.5,56.76666667,23309,2819.527105,1
217.5,56.1,26751,2709.219296,1
217.5,55.66666667,25252,2566.26496,1
217.5,55.23333333,28758,2759.505626,1
217.5,54.8,27587,2709.558953,1
217.5,54.36666667,20525,2741.796848,1
217.5,53.93333333,24701,3034.767583,1
217.5,53.5,23794,2612.984895,1
217.5,54.45,27871,2974.083695,1
217.5,55.4,22422,2657.323688,1
217.5,56.35,24273,2604.71031,1
217.5,57.3,23703,2685.767452,1
217.5,58.25,22222,2702.286339,1
217.5,59.2,23138,2690.970039,1
217.5,59.2,28355,2711.64326,1
217.5,59.2,31918,2824.439959,1
217.5,59.2,30433,2790.34039,1
152.5,61.4,31571,3029.793205,2
152.5,61.4,23439,2852.644333,2
152.5,61.12857143,28387,3000.09411,2
152.5,60.85714286,21593,2836.842038,2
152.5,60.58571429,21621,2942.057116,2
152.5,60.31428571,24219,3000.656143,2
152.5,60.04285714,24481,3114.394968,2
152.5,59.77142857,26292,3111.63418,2
152.5,59.5,26258,3043.899372,2
152.5,58.05,30919,3041.386515,2
152.5,56.6,28905,3076.419556,2
152.5,55.15,29127,3008.049768,2
152.5,53.7,26450,3030.619879,2
152.5,52.25,21638,2983.326208,2
152.5,50.8,25052,3047.892082,2
152.5,51.18333333,21857,3006.758472,2
152.5,51.56666667,31239,3049.471809,2
152.5,51.95,23852,2997.572227,2
152.5,52.33333333,28098,3000.488024,2
152.5,52.71666667,16204,2938.139806,2
152.5,53.1,28837,3098.340346,2
152.5,52.73333333,30158,3070.357797,2
152.5,52.36666667,25491,3107.151612,2
152.5,52,34439,3105.067128,2
152.5,51.63333333,23847,2997.338667,2
152.5,51.26666667,24338,3116.95492,2
152.5,50.9,30986,3134.140817,2
152.5,50.9,25247,3089.053053,2
152.5,50.9,20865,3045.358008,2
152.5,50.9,29911,3139.652893,2
92.5,50.5,24713,3231.063272,3
92.5,50.5,23226,3186.811298,3
92.5,50.48571429,25382,3128.518764,3
92.5,50.47142857,26875,3201.431673,3
92.5,50.45714286,24241,3045.051901,3
92.5,50.44285714,22429,3178.026942,3
92.5,50.42857143,24377,3169.846828,3
92.5,50.41428571,25660,3292.417694,3
92.5,50.4,28094,3267.64597,3
92.5,51.28333333,25405,3102.503812,3
92.5,52.16666667,25981,3041.438788,3
92.5,53.05,27135,3003.475766,3
92.5,53.93333333,28599,3074.139192,3
92.5,54.81666667,27565,3236.378625,3
92.5,55.7,17733,3005.419822,3
92.5,54.85,27500,3070.912626,3
92.5,54,23936,3040.34504,3
92.5,53.15,29056,3182.657865,3
92.5,52.3,25988,3448.005565,3
92.5,51.45,26671,3298.55803,3
92.5,50.6,30512,3358.834815,3
92.5,51.18333333,25138,3334.775513,3
92.5,51.76666667,26114,3184.537841,3
92.5,52.35,25817,3150.778101,3
92.5,52.93333333,27282,3123.737126,3
92.5,53.51666667,22714,3067.834264,3
92.5,54.1,18893,3011.511579,3
92.5,54.1,26093,3009.359308,3
92.5,54.1,25259,2954.934723,3
92.5,54.1,25838,3083.914311,3
65,56.3,19642,3212.893899,4
65,56.3,18858,3240.97105,4
65,55.17142857,20066,3240.419895,4
65,54.04285714,19890,3183.654126,4
65,52.91428571,19723,3213.674169,4
65,51.78571429,23247,3229.410088,4
65,50.65714286,29150,3238.534932,4
65,49.52857143,24820,3215.088911,4
65,48.4,23533,3237.093605,4
65,48.75,27347,3248.00283,4
65,49.1,21024,3257.678389,4
65,49.45,23135,3249.572757,4
65,49.8,26588,3267.052424,4
65,50.15,29576,3275.365043,4
65,50.5,25246,3279.61496,4
65,50.8,26521,3278.052484,4
65,51.1,26032,3273.536097,4
65,51.4,19266,3282.123754,4
65,51.7,25700,3320.238082,4
65,52,32795,3303.757587,4
65,52.3,24193,3305.783827,4
65,52.08333333,26772,3287.12799,4
65,51.86666667,24481,3278.701464,4
65,51.65,21925,3193.789562,4
65,51.43333333,22272,3220.859082,4
65,51.21666667,17966,3271.626741,4
65,51,22957,3268.142857,4
65,51,29849,3143.510474,4
65,51,34541,3160.642608,4
65,51,24216,3002.115411,4
207.5,57.4,30515,2908.537334,1
207.5,57.4,26821,3160.293603,1
207.5,57.61428571,29284,2915.092266,1
207.5,57.82857143,29972,3054.766175,1
207.5,58.04285714,25387,3053.345408,1
207.5,58.25714286,27706,3084.38322,1
207.5,58.47142857,36133,2928.561986,1
207.5,58.68571429,32672,3026.101757,1
207.5,58.9,24154,3086.999335,1
207.5,58.35,22500,3012.628733,1
207.5,57.8,23522,3003.549888,1
207.5,57.25,30354,3227.144661,1
207.5,56.7,22306,3129.49788,1
207.5,56.15,30854,2965.559868,1
207.5,55.6,29100,3014.722111,1
207.5,55.31666667,24095,3103.330202,1
207.5,55.03333333,32624,2996.156384,1
207.5,54.75,36776,3232.615095,1
207.5,54.46666667,21921,2859.984925,1
207.5,54.18333333,28303,3138.381249,1
207.5,53.9,23877,2995.852253,1
207.5,54.83333333,32024,3048.047413,1
207.5,55.76666667,20627,3185.611693,1
207.5,56.7,22834,3230.380117,1
207.5,57.63333333,25498,3187.781534,1
207.5,58.56666667,23009,2877.828725,1
207.5,59.5,22898,2902.221914,1
207.5,59.5,29825,3067.07994,1
207.5,59.5,33982,3264.70729,1
207.5,59.5,32571,3017.321112,1
152.5,63.1,31858,2937.284229,2
152.5,63.1,23936,2917.414121,2
152.5,62.15714286,31425,2937.481936,2
152.5,61.21428571,22163,2872.574071,2
152.5,60.27142857,22396,2949.20954,2
152.5,59.32857143,25893,2992.090569,2
152.5,58.38571429,23621,2942.916896,2
152.5,57.44285714,26616,2927.149464,2
152.5,56.5,28881,3078.787495,2
152.5,56.4,28396,3202.286219,2
152.5,56.3,26529,3066.194393,2
152.5,56.2,28637,3111.264277,2
152.5,56.1,25243,3103.270223,2
152.5,56,27345,3124.308497,2
152.5,55.9,27405,3003.144942,2
152.5,55.83333333,28963,3035.724045,2
152.5,55.76666667,32498,3178.32126,2
152.5,55.7,22439,3176.166904,2
152.5,55.63333333,30359,3168.815131,2
152.5,55.56666667,19414,2919.114231,2
152.5,55.5,28274,2994.180248,2
152.5,54.56666667,27428,3230.552572,2
152.5,53.63333333,25493,3116.969905,2
152.5,52.7,36101,3238.685259,2
152.5,51.76666667,24184,3187.910689,2
152.5,50.83333333,26787,3202.833095,2
152.5,49.9,33442,3188.241566,2
152.5,49.9,33151,3223.41633,2
152.5,49.9,21815,2977.359249,2
152.5,49.9,31418,3145.741251,2
87.5,53.9,23617,3009.177997,3
87.5,53.9,23010,3081.609274,3
87.5,53.5,24865,3166.703914,3
87.5,53.1,28085,3074.45026,3
87.5,52.7,26128,3292.480794,3
87.5,52.3,24580,3175.616279,3
87.5,51.9,25597,3210.540916,3
87.5,51.5,25039,3068.707493,3
87.5,51.1,26590,3131.029007,3
87.5,52.08333333,26456,3254.786048,3
87.5,53.06666667,25569,3394.974309,3
87.5,54.05,28173,3459.054677,3
87.5,55.03333333,28167,3501.795936,3
87.5,56.01666667,24549,3190.818725,3
87.5,57,17542,3223.594996,3
87.5,55.86666667,30198,3384.197457,3
87.5,54.73333333,25864,3381.232717,3
87.5,53.6,25431,3266.608688,3
87.5,52.46666667,25760,3293.998512,3
87.5,51.33333333,31505,3397.922012,3
87.5,50.2,30956,3353.689899,3
87.5,51.23333333,24897,3357.433968,3
87.5,52.26666667,25287,3360.600886,3
87.5,53.3,26078,3272.628687,3
87.5,54.33333333,27455,3177.887536,3
87.5,55.36666667,22132,3193.129432,3
87.5,56.4,19920,3068.39165,3
87.5,56.4,27005,3091.582583,3
87.5,56.4,25925,3071.077321,3
87.5,56.4,24618,3146.67765,3
65,57.2,19447,3222.27798,4
65,57.2,17876,3226.611965,4
65,56.22857143,21783,3245.933568,4
65,55.25714286,19906,3217.035769,4
65,54.28571429,21655,3168.640025,4
65,53.31428571,23498,3131.099204,4
65,52.34285714,27030,3167.94903,4
65,51.37142857,24533,3168.384535,4
65,50.4,24315,3127.414317,4
65,50.55,28900,3190.421252,4
65,50.7,21463,3186.439246,4
65,50.85,21255,3109.327875,4
65,51,27604,3225.02057,4
65,51.15,28987,3179.778405,4
65,51.3,24857,3236.994139,4
65,51.46666667,25549,3232.311981,4
65,51.63333333,23705,3209.487022,4
65,51.8,19210,3202.682122,4
65,51.96666667,23163,3258.868107,4
65,52.13333333,32561,3279.227445,4
65,52.3,23550,3267.4413,4
65,52.51666667,24133,3254.473356,4
65,52.73333333,24954,3242.588963,4
65,52.95,21798,3139.728526,4
65,53.16666667,21528,3101.154587,4
65,53.38333333,18865,3231.457202,4
65,53.6,25973,3220.766608,4
65,53.6,29114,3078.560771,4
65,53.6,34721,3101.766289,4
65,53.6,22201,2969.403625,4
192.5,56.16664756,42037,2743.712727,1
192.5,56.0258313,39115,2789.05271,1
192.5,58.22781502,39068,2789.014612,1
192.5,54.21890786,42140,2996.083887,1
192.5,53.90753704,38143,2785.535214,1
192.5,55.02223466,31428,2805.929026,1
192.5,57.57325951,37150,2775.566241,1
192.5,57.60915988,35086,2810.997558,1
192.5,55.51870532,32497,2880.38011,1
192.5,87.63805952,8796105,2871.104979,1
192.5,57.84654998,43841,2824.604197,1
192.5,55.80407246,37517,2793.083161,1
192.5,56.60566615,36415,2791.877993,1
192.5,56.3068985,43525,2777.184679,1
192.5,59.39551379,36279,2783.986983,1
192.5,57.94902751,47040,2777.999919,1
192.5,57.68628497,44139,2801.740068,1
192.5,57.19697347,41512,2804.685535,1
192.5,55.74945565,23389,2846.33172,1
192.5,54.88103756,33333,2913.367342,1
192.5,57.74495769,27232,2790.48729,1
192.5,59.5778069,31689,2872.429327,1
192.5,56.71091143,25628,2827.562155,1
192.5,56.85120788,31019,3025.769195,1
192.5,55.65283975,33266,3198.022798,1
192.5,55.57912545,27525,3129.361192,1
192.5,54.98655755,29697,2863.065006,1
192.5,55.95751709,37376,2828.795873,1
192.5,56.16967665,35512,2895.564501,1
192.5,55.4337578,35014,2859.506589,1
155,53.90182169,33126,3033.8759,2
155,54.28523046,26603,2867.083389,2
155,51.58885026,41979,3113.637904,2
155,53.76058232,30676,2846.707144,2
155,53.15774895,40683,3021.294892,2
155,52.27597989,41139,3133.191958,2
155,53.15192975,34165,3201.567309,2
155,56.4884694,32964,3166.004694,2
155,52.26179119,39178,3135.236306,2
155,53.07500516,36976,3133.349638,2
155,52.25635124,30149,3171.847956,2
155,52.23065743,37263,3140.925711,2
155,55.13577674,29833,3051.38588,2
155,52.78041275,37680,3093.625288,2
155,53.74214354,34914,3119.727863,2
155,53.46345144,31418,3078.684386,2
155,53.50656984,34409,3070.405127,2
155,53.93092536,29398,2949.55494,2
155,53.8998783,32308,2976.946367,2
155,52.8178259,23446,3077.180489,2
155,52.01502796,30023,3142.668151,2
155,55.0992524,30189,2932.269194,2
155,54.56400483,32239,3047.799322,2
155,53.45379611,40356,3038.533158,2
155,53.76043067,29375,3124.499935,2
155,53.15981231,33067,3141.104474,2
155,52.22319695,36747,3101.826031,2
155,53.6337401,34963,3035.937373,2
155,52.73287464,26205,3042.412877,2
155,51.9456228,33581,3278.818134,2
90,51.27209547,33940,3189.898209,3
90,55.09463525,28287,3177.701042,3
90,52.57654091,28528,3127.246821,3
90,51.21017935,32253,3224.738456,3
90,52.22911147,27304,3051.866401,3
90,53.05599118,32614,3198.476979,3
90,52.08986378,32181,3195.40633,3
90,53.10276968,30922,3293.558347,3
90,52.09021267,38650,3272.44528,3
90,54.68665207,28563,3102.280946,3
90,52.9263468,33100,3070.637903,3
90,52.49910098,34454,3123.261032,3
90,52.16819194,32752,3193.403532,3
90,50.9631819,31220,3255.703297,3
90,54.32833913,18497,3093.165245,3
90,53.24764701,35338,3154.806839,3
90,53.85656602,27498,3136.589053,3
90,50.82171592,37688,3214.354743,3
90,51.69583007,37054,3214.253314,3
90,51.57680975,32966,3183.374557,3
90,51.48813919,36936,3188.01291,3
90,52.22807758,28862,3160.921332,3
90,51.93208249,30862,3066.419105,3
90,51.5787455,31732,3056.076619,3
90,52.60977643,37091,3011.188537,3
90,52.72809033,29224,2893.020625,3
90,55.06584967,25452,2844.126207,3
90,54.46940631,35666,2852.725667,3
90,52.46069492,39652,2977.171595,3
90,51.65132838,36328,2970.469219,3
70,50.66578827,24632,3123.527616,4
70,49.64834969,25431,3165.382393,4
70,50.24607408,32761,3179.365856,4
70,51.22529561,27653,3176.855901,4
70,49.44462489,28463,3166.430277,4
70,50.04994147,31033,3165.848696,4
70,50.85539503,35618,3155.591381,4
70,49.69821982,35477,3152.971972,4
70,50.26412877,33214,3147.954828,4
70,52.1370939,36292,3146.821374,4
70,51.58171787,28796,3143.569561,4
70,52.18608564,29368,3137.601719,4
70,50.84308578,39878,3131.781034,4
70,52.32896461,34981,3129.169875,4
70,49.2752781,33483,3150.389978,4
70,50.48452698,33193,3179.079298,4
70,49.71778724,33058,3131.777529,4
70,50.09673155,25571,3096.797005,4
70,49.92193706,33545,3146.461731,4
70,50.8235884,38732,3113.415397,4
70,50.21002912,28907,3111.493182,4
70,51.21922689,32007,3102.038106,4
70,49.95727614,32369,3094.253794,4
70,50.2720761,26816,2906.278548,4
70,50.96459595,27900,2997.655888,4
