Treatment,Num,Date,Mean Size,Max size,Std size,Mean Mean green,Mean std green,std Mean green,Depth,Mean egi,std egi,Mean vari,std vari,Mean ndi,std ndi,Mean perimeter,Max perimeter,Std perimeter,Mean angle,Max angle,Std angle
A,11,0,2305.5,2305.5,0.0,33.638768430182125,10.50164349468598,0.0,479.88888888888886,0.12880136382154844,0.06654943290888228,0.0214819904133467,0.0758554113427607,-0.012567772477338996,0.059030719382240165,220.5512985522207,220.5512985522207,0.0,3.082871295578769,3.082871295578769,0.0
A,12,0,2654.5,2654.5,0.0,32.47909604519774,6.476513844235914,0.0,493.0,0.15761656256661405,0.09567647069921166,0.014481571962028716,0.09939542940332824,-0.006243085368531442,0.08612427571255367,234.5512985522207,234.5512985522207,0.0,3.0781261353354537,3.0781261353354537,0.0
A,13,0,2008.5,2008.5,0.0,36.81184668989547,8.447739323384033,0.0,784.0,0.1893802108772684,0.08389486289974064,0.06426056836647838,0.08361491276918193,-0.04325801349542915,0.061803828421729164,183.78174593052026,183.78174593052026,0.0,3.064968442526628,3.064968442526628,0.0
A,14,0,2165.0,2589.5,424.5,31.422355567186127,9.904613847092845,0.3201154752849185,512.1111111111112,0.13115291258026407,0.07372278816753579,0.006184311646019153,0.07821048600053138,-0.002796266535909404,0.06348677658141291,198.99494936611663,223.23759005323598,24.242640687119287,3.0684051958679266,3.0768175473302097,0.008412351462283585
A,15,0,1722.5,2120.5,398.0,30.931955378826288,6.771196233283949,0.5772383976942166,401.0,0.1133184234671246,0.06270023490377677,0.003252825532240168,0.06937652864107352,-0.0019533992923177587,0.048510205930933185,175.85281374238568,196.7523086789974,20.89949493661166,3.057250796763689,3.0578168494940656,0.0005660527303765762
A,16,0,1313.1666666666667,1899.5,601.9581011628264,34.20452682790034,8.591366138340915,0.9232590423158579,497.22222222222223,0.1707150748571683,0.08625965627220926,0.02891837493462383,0.09591997063250228,-0.01691898062116012,0.07895332000939294,140.95331880577405,171.58073580374355,33.65840338787095,3.035533200110393,3.0599928444056426,0.026450770487399862
A,17,0,1987.5,1987.5,0.0,32.202716297786715,8.173216101058602,0.0,407.0,0.1635966152810368,0.09358554520902908,0.017795931247673657,0.1050785510011086,-0.011996822199802687,0.07514939678155008,183.68124086713192,183.68124086713192,0.0,3.0599928444056426,3.0599928444056426,0.0
A,18,0,2157.5,2157.5,0.0,41.212233549582955,7.892077802806258,0.0,518.6666666666666,0.22611793946715375,0.09138483027431188,0.11117331144727016,0.05966629216829451,-0.07629909530361957,0.044698722287198775,195.58073580374355,195.58073580374355,0.0,3.067672826446504,3.067672826446504,0.0
A,19,0,1814.5,1814.5,0.0,39.077685950413226,8.76475682140055,0.0,1065.5555555555557,0.21398585883154814,0.09040298901132504,0.0937248213270552,0.08880821050566486,-0.0630513237456972,0.06619667577670814,183.3380951166243,183.3380951166243,0.0,3.0555216219845933,3.0555216219845933,0.0
A,20,0,1448.0,1487.5,39.5,32.353594070758646,10.594239376322797,0.02073388623060524,401.66666666666674,0.12665056719719592,0.08100557776839794,0.008657846472911828,0.08960598246153842,-0.002465253776458233,0.07207669053092394,175.45941546018392,194.40916292848976,18.949747468305844,3.063335693731464,3.0774785178022466,0.014142824070782378
A,21,0,2003.5,2003.5,0.0,33.32684630738523,5.679343970781697,0.0,536.6666666666666,0.18059834078337428,0.0734158451189913,0.02874625969438362,0.0839813426021209,-0.017537738134197508,0.07223006497769713,182.85281374238568,182.85281374238568,0.0,3.0599928444056426,3.0599928444056426,0.0
A,22,0,1896.5,1896.5,0.0,40.457037427517136,4.969954457711375,0.0,406.5555555555555,0.21823723852298574,0.09182073256022358,0.1096132304197007,0.05952728454907031,-0.07458813625117593,0.0455943724786665,179.92388155425118,179.92388155425118,0.0,3.070192820553661,3.070192820553661,0.0
A,23,0,1594.833333333333,2071.5,459.22567678889885,37.57141180109265,7.129902393975374,2.5708783108148605,410.5555555555555,0.1863378184090203,0.07410096722026205,0.0723162371051995,0.07245544518355636,-0.048064717315383615,0.05350124718205376,166.481914284983,189.78174593052026,26.66463736246195,3.0324970923383616,3.070192820553661,0.04335145751445458
A,24,0,2208.5,2208.5,0.0,33.090086011770026,13.578387229942116,0.0,482.33333333333326,0.12321131837520027,0.07169706298832244,0.011162419931172658,0.08140997460452758,-0.00810474788395753,0.04985668617836381,206.7523086789974,206.7523086789974,0.0,3.0693721328176142,3.0693721328176142,0.0
A,25,0,1006.5,1264.5,258.0,28.439098772012223,9.586825223434227,0.9560948194430524,411.0,0.13515382154128866,0.08070420972821499,-0.033487835588625336,0.09169103567924423,0.02696177474168417,0.07318688121480957,127.27564927611036,140.5685424949238,13.292893218813456,2.999643829619252,3.023041987416593,0.023398157797342112
A,26,0,3130.5,3130.5,0.0,45.40178856595337,20.97234380611342,0.0,400.77777777777777,0.1641368254011001,0.09968276322674152,0.08340482787636681,0.0924430591422358,-0.0514107269024852,0.05791841172788517,283.9066376115481,283.9066376115481,0.0,3.090091134678485,3.090091134678485,0.0
A,27,0,1737.0,2201.5,464.5,61.75871502947047,9.833857769870912,3.7895960467275,674.2222222222222,0.18113981332670787,0.0746650108295715,0.2372890387521759,0.10780597513145143,-0.1321901283206382,0.055167885081502034,176.55992052357223,198.5096679918781,21.949747468305826,3.0420253332300105,3.0761428066400063,0.0341174734099956
A,28,0,2273.1666666666665,3918.5,1257.9712061710934,60.568667078424454,11.047502747656944,1.789983124534047,526.4444444444445,0.23020785499035426,0.1112697724305564,0.2809581205924953,0.1198934604675696,-0.16309803476879411,0.07433232549741628,216.60442507436542,331.4213562373095,86.58944090730293,3.0708679444229574,3.0967127585385104,0.02250517999911753
A,29,0,1529.5,1903.5,374.0,54.110850222441904,9.59977127031704,6.869253583786457,499.11111111111114,0.19621003561435707,0.1127226131843638,0.20068731814403332,0.09967483616748797,-0.11838325765178973,0.06846905963109362,161.4386001800126,179.58073580374355,18.14213562373095,3.0356698243603666,3.0725466612032037,0.036876836842837164
A,30,0,5156.5,5156.5,0.0,49.39693620321893,14.49849692043,0.0,483.5555555555555,0.221376665946482,0.1016821385754288,0.17886264951240954,0.1233637559865944,-0.11214171791112333,0.06354848777652758,399.60512242138304,399.60512242138304,0.0,3.1041927410470582,3.1041927410470582,0.0
A,31,0,1882.5,3117.5,873.5868588755212,48.03709292924134,10.936213815399599,9.434031293837796,704.5555555555555,0.22309335308621395,0.0928625791922549,0.15137503414774026,0.09071717454973582,-0.09254341034965907,0.054484646014617714,194.03826347108705,286.69343417595167,65.55300332943689,3.067785197659685,3.094703210998901,0.019033909768229697
A,32,0,2161.5,2161.5,0.0,52.46299722479186,8.241092513602407,0.0,400.11111111111114,0.2024648658631921,0.07846375699155919,0.1999195293282002,0.08040656564111942,-0.12030472533258768,0.05145050581976102,191.3380951166243,191.3380951166243,0.0,3.0630528372500483,3.0630528372500483,0.0
A,33,0,1961.5,1974.5,13.0,45.211579063589895,6.4548350474592935,6.9139905566632684,522.2222222222222,0.2705566205944823,0.1211359260235794,0.1562096249058964,0.07225535203345362,-0.10550740000728633,0.0555028624111044,179.05382386916241,182.12489168102783,3.0710678118654755,3.0478960305879923,3.0589191627058514,0.01102313211785888
A,34,0,1721.0,1989.5,268.5,54.17596309143792,9.797455042805533,5.146817362794703,499.5555555555555,0.2104547827340809,0.09889841125915966,0.21886643222294416,0.09898957930762008,-0.12957143383603287,0.0658060838451049,164.2670273047588,173.82337649086284,9.556349186104043,3.052815308951037,3.0578168494940656,0.005001540543028593
A,35,0,1731.0,2166.5,435.5,53.283597217237244,13.746487247137484,5.970260807454125,404.77777777777777,0.18510278563409516,0.11576970144160785,0.17440512283192844,0.10961537666394996,-0.10446341546516896,0.0734003316834741,166.71067811865476,191.1959594928933,24.485281374238586,3.046709997385438,3.0620586623596715,0.01534866497423404
A,36,0,1068.5,1068.5,0.0,54.94200187090739,13.4141208466276,0.0,686.8888888888888,0.1794796015121946,0.13740024047153548,0.18614576539445754,0.11022849801229148,-0.10964289941710052,0.07620510902781394,136.5685424949238,136.5685424949238,0.0,3.038589615767177,3.038589615767177,0.0
A,37,0,1426.5,1426.5,0.0,42.613875262789065,9.453246635310038,0.0,1210.0,0.22800552872179536,0.1150708155745177,0.11794213638900945,0.08498502993030008,-0.07836398387367054,0.06100524820211591,162.12489168102786,162.12489168102786,0.0,3.038589615767177,3.038589615767177,0.0
A,38,0,1811.0,1877.5,66.5,46.017820884865024,8.96241891253445,3.2222937283154987,420.5555555555555,0.2396375354940595,0.09916282126843337,0.17069465657596972,0.09132214083674534,-0.11111530941890813,0.060748816981001576,174.93250352560273,181.05382386916241,6.1213203435596455,3.037583344569996,3.0478137684080084,0.01023042383801287
A,39,0,1574.5,2295.5,721.0,48.558112469298,8.55851784801591,3.558983549437368,421.11111111111114,0.25986755235348113,0.1825335035011409,0.19750317213446125,0.1101576586220564,-0.13003886597652858,0.09116176709289528,163.02438661763952,202.40916292848976,39.38477631085024,3.0526964268328665,3.0740315212545286,0.021335094421662596
A,40,0,2613.0,2982.5,369.5,49.21513928004384,12.851290161743385,6.643392399473427,928.8888888888887,0.2328102731418485,0.11097352537989508,0.17320799945371534,0.1497779050667563,-0.11076692595625244,0.07171993382338229,241.06601717798213,283.7228714274745,42.65685424949237,3.0770567996453764,3.090091134678485,0.0130343350331088
A,41,0,1112.5,1797.5,685.0,52.13991532647906,10.753873014349418,0.3011302797500868,403.33333333333326,0.192133525291578,0.07837842802718932,0.1928250517665659,0.10588500980963926,-0.11430748646000025,0.06510507686741024,130.34671708797583,177.4386001800126,47.09188309203678,3.0232858416349884,3.0620586623596715,0.038772820724684236
A,42,0,1701.5,1701.5,0.0,59.84371327849589,12.399405517478893,0.0,400.5555555555555,0.21005724863434014,0.15035675895675835,0.25792568675318545,0.13387780480277664,-0.14809964732225914,0.08718718315220149,181.095454429505,181.095454429505,0.0,3.06103899580544,3.06103899580544,0.0
A,43,0,1605.5,1605.5,0.0,46.20797011207971,10.907928325889527,0.0,400.33333333333326,0.20238676392388194,0.09824953506550248,0.15474179292523638,0.105403799558819,-0.09594754029516107,0.06816135782089633,159.78174593052026,159.78174593052026,0.0,3.0478137684080084,3.0478137684080084,0.0
A,44,0,1645.5,1645.5,0.0,48.31530984204131,12.6410716116024,0.0,404.77777777777777,0.25772224180939163,0.13385091632392793,0.2002652772473141,0.13668229595985368,-0.12735316727686358,0.08784582284160554,242.89444430272832,242.89444430272832,0.0,3.0905098462143488,3.0905098462143488,0.0
A,45,0,1460.5,2629.5,1169.0,47.36635111203708,9.59873648257901,8.637073545497163,412.88888888888886,0.21904808500047265,0.09741086911706967,0.1451650198562313,0.0660917492916626,-0.09278886956305303,0.046460877266344784,147.83199846221441,210.30865786510142,62.47665940288702,3.0243961665125565,3.0725466612032037,0.048150494690647465
A,46,0,2002.5,2002.5,0.0,45.40489266100849,6.803666746994214,0.0,1149.0,0.2699695312787392,0.11897126319651564,0.17820846171857954,0.09111122014877164,-0.11979619905266972,0.06925040213349629,183.3380951166243,183.3380951166243,0.0,3.064968442526628,3.064968442526628,0.0
A,47,0,1780.5,1780.5,0.0,37.31162268388546,6.221986039922478,0.0,401.11111111111114,0.2632084905042261,0.11835312603668614,0.09480215822101774,0.08394662570590435,-0.06963699735828724,0.06705373034708492,183.4386001800126,183.4386001800126,0.0,3.0350979873664103,3.0350979873664103,0.0
A,48,0,1557.0,1703.5,146.5,39.25254684853748,5.100449981083264,6.125199430697105,414.66666666666674,0.2875290147555791,0.13992155602718015,0.1055093586051462,0.06803663346407014,-0.07558557406254554,0.05801034540939086,163.90306627407992,181.68124086713192,17.778174593052015,3.0436728825688126,3.0599928444056426,0.016319961836829933
A,49,0,2618.5,2618.5,0.0,36.97059946544483,4.8459560321899335,0.0,401.66666666666674,0.3454175516574232,0.12547701994841595,0.10432430622368996,0.06720120863635852,-0.08468651514279013,0.054919738765207296,211.58073580374355,211.58073580374355,0.0,3.0725466612032037,3.0725466612032037,0.0
A,50,0,2018.5,2268.5,250.0,42.8328381326608,6.800880172816613,2.9320007593685986,405.88888888888886,0.2689455825752856,0.11308683518559015,0.14918007013090245,0.08336372319283374,-0.10348920652201474,0.060742260000005675,188.78174593052026,190.61017305526642,1.8284271247461843,3.0491728826860056,3.0505319969640023,0.0013591142779969536
A,51,0,1303.5,1303.5,0.0,44.6319018404908,8.893857434431045,0.0,401.5555555555555,0.21625546268672413,0.11461142322038233,0.15139897662240973,0.10122891541862801,-0.09799685824584993,0.06916472848288788,140.71067811865476,140.71067811865476,0.0,3.0252373701235045,3.0252373701235045,0.0
B,1,0,1431.5,1892.5,588.7789624864893,39.940591027604924,6.5354709095041965,1.9507592913102667,501.33333333333326,0.21379671823235455,0.08890850323755091,0.09764909571380087,0.07290534191404227,-0.06457658318978747,0.05457711653863891,151.18208263944578,181.095454429505,35.534467941543845,3.046687879332321,3.0761428066400063,0.030303669726196525
B,2,0,2287.5,2287.5,0.0,40.000874125874134,6.954459700466633,0.0,401.0,0.17588672340790076,0.07182192470237551,0.08862036839931366,0.06552108870262333,-0.057126276849113325,0.046460371389475084,208.40916292848976,208.40916292848976,0.0,3.06103899580544,3.06103899580544,0.0
B,3,0,2110.5,2555.5,445.0,34.39429504196045,7.766601884438537,0.005939699823592548,413.11111111111114,0.16335041051499427,0.07165964445633155,0.04001621496495514,0.06990054377250011,-0.026569491767952712,0.049852432916237435,185.85281374238568,202.5096679918781,16.65685424949237,3.0677997492266265,3.0725466612032037,0.00474691197657795
B,4,0,1845.5,1900.5,55.0,40.88510234849507,7.505455732739892,4.16179882403425,447.22222222222223,0.24023751694507256,0.09837156529786673,0.10980380941894688,0.07116033889232608,-0.0756278776307317,0.05170610336969655,181.29646455628162,183.78174593052026,2.485281374238568,3.0549362153838397,3.0620586623596715,0.007122446975831753
B,5,0,1592.5,1651.5,59.0,32.54896163158875,8.929906860429556,2.0931504935742233,678.0,0.17553728729251525,0.07944735177783893,0.014395300741839718,0.0758690398717142,-0.007064668051003767,0.06164172062536698,166.6604255869606,173.19595949289334,6.535533905932738,3.057250796763689,3.0578168494940656,0.0005660527303765762
B,6,0,1902.5,1902.5,0.0,38.516027325275886,9.280508087143335,0.0,402.22222222222223,0.14486183710911385,0.07377401332762745,0.06682258712687196,0.09408813857042378,-0.04042342845755623,0.06812052789072914,184.02438661763955,184.02438661763955,0.0,3.068532359320263,3.068532359320263,0.0
B,7,0,1834.5,2110.5,276.0,38.040805074613,7.8637390275155505,3.6173091011407017,447.77777777777777,0.2007976081153912,0.08753004314974157,0.07809688315384328,0.08351417530622249,-0.051779981664348114,0.05923355503533403,178.2167747730646,187.58073580374355,9.363961030678922,3.058559775247653,3.064022464612268,0.005462689364614359
B,8,0,1442.0,1952.5,510.5,40.41897163821917,12.922650551318764,0.2945476750855427,407.22222222222223,0.1315428260627246,0.06306092166337851,0.06599455660423534,0.08903049521135788,-0.03926710050441196,0.0602502130938692,161.00357133746817,182.12489168102783,21.121320343559645,3.0547255798349267,3.0589191627058514,0.004193582870924528
B,9,0,2757.5,2757.5,0.0,53.077592458303116,12.63108776986976,0.0,406.0,0.15617866287554732,0.06894655959695407,0.16738646637318835,0.09232096895634556,-0.0962391950619974,0.055460196895803164,235.92388155425118,235.92388155425118,0.0,3.0658916257924487,3.0658916257924487,0.0
B,10,0,2208.5,2208.5,0.0,38.4128564961521,9.093037419065816,0.0,773.3333333333335,0.1350622777009996,0.060666053185049536,0.06057054082077028,0.06967914757464243,-0.0368033966350605,0.048536538121353695,204.26702730475878,204.26702730475878,0.0,3.0774785178022466,3.0774785178022466,0.0
B,11,0,2078.5,2078.5,0.0,29.658489658489657,6.5281986352016155,0.0,401.0,0.15407072727223994,0.06498376302670486,-0.0071295494652966855,0.06179172130144513,0.005879993758618048,0.05165165694977377,202.40916292848976,202.40916292848976,0.0,3.081177410251528,3.081177410251528,0.0
B,12,0,1930.5,2657.5,727.0,33.316565486502235,8.142200108359718,2.2011169815188416,403.5555555555555,0.21572472742168253,0.10669945615682637,0.024269557424234475,0.0947147821488237,-0.014760932542533418,0.07633997648105753,189.873629022557,229.27922061357856,39.40559159102155,3.0601910625656044,3.07545386088264,0.015262798317035475
B,13,0,2565.5,3553.5,988.0,32.359025122445445,5.648765547875049,0.944576453243922,511.11111111111114,0.10961354000725072,0.05577686851909716,0.0152190979099111,0.06365697660348553,-0.008558156659057414,0.05037556073956189,234.2167747730646,300.79393923934,66.57716446627535,3.0642981377824987,3.0883453204781017,0.024047182695602576
B,14,0,1856.5,2227.5,371.0,30.58825791166386,7.524204357285344,0.3655122858226747,641.8888888888888,0.14170146732716762,0.07891074491404118,0.002299184359699943,0.07949699313911945,-0.0011489902949209472,0.061665409701019136,180.75230867899742,201.23759005323598,20.485281374238568,3.0609859999779503,3.0630528372500483,0.002066837272098443
B,15,0,1469.0,2123.5,654.5,30.195799972271324,7.461814666653942,0.31585646944646584,403.77777777777777,0.12645399260652204,0.06146159707414189,-0.006249596483502595,0.07095000675749852,0.0054607184363629074,0.05421955526874084,156.48885271170678,185.68124086713192,29.192388155425114,3.0345130166646204,3.053097085883038,0.018584069218418486
B,16,0,2140.5,2140.5,0.0,37.530593180756654,9.604880778641167,0.0,471.0,0.1932542344546911,0.08853892593997327,0.07282129445293288,0.08549191421184478,-0.0494742683727805,0.0636656814162718,194.5096679918781,194.5096679918781,0.0,3.0620586623596715,3.0620586623596715,0.0
B,17,0,1101.5,1159.5,58.0,34.637021072796934,5.704957181910631,3.499952107279695,530.2222222222222,0.2409380555840993,0.09104324039132904,0.04602784559765739,0.07480987568315955,-0.03080923895920987,0.06048896821746293,137.2462120245875,138.26702730475878,1.0208152801713195,3.0296734153056573,3.0434178831651124,0.013744467859455378
B,18,0,2117.5,2117.5,0.0,39.17327667610954,6.849915649827973,0.0,402.33333333333326,0.18499666126543973,0.08790934257155789,0.09060527704857832,0.06800891383127194,-0.05961585523321746,0.047211500647246094,211.58073580374355,211.58073580374355,0.0,3.0693721328176142,3.0693721328176142,0.0
B,19,0,1244.0,1709.5,465.5,32.970196833547284,9.425142001066336,2.621031236628156,537.5555555555555,0.13502294383058872,0.08674284486075305,0.01344649380933095,0.10895727822426923,-0.004875709258485539,0.07846624931939893,162.19595949289337,169.095454429505,6.899494936611674,3.0583387942194777,3.0599928444056426,0.0016540501861650456
B,20,0,1733.5,1733.5,0.0,34.130334486735876,6.813318272751673,0.0,535.1111111111112,0.145049915025262,0.05582091572512329,0.03754403971808161,0.06359102268355052,-0.02455450326500709,0.04250668163025576,171.33809511662432,171.33809511662432,0.0,3.0667928285043216,3.0667928285043216,0.0
B,21,0,1680.5,1802.5,122.0,32.725571947829806,8.448158602403176,1.9410947188368601,488.77777777777777,0.19728069343735316,0.09409201267576796,0.024439554741119588,0.06905605005793201,-0.017396729895821972,0.05250032952101097,169.5893577750951,174.71067811865476,5.1213203435596455,3.0529388068469974,3.0566847440333125,0.003745937186315329
B,22,0,1979.5,1979.5,0.0,37.09191919191919,7.882895135078343,0.0,401.22222222222223,0.17836295415722253,0.08287387574460793,0.06952964738434646,0.08062790721600623,-0.04702133141998232,0.05518043350128701,192.85281374238568,192.85281374238568,0.0,3.053097085883038,3.053097085883038,0.0
B,23,0,1168.5,1687.5,519.0,35.185348158950056,9.851703685515382,3.2530404666423625,523.5555555555555,0.2098816140476183,0.10202123342359556,0.039914454940788435,0.0794121882031082,-0.02541833372711756,0.061650837567283935,145.05382386916241,185.1959594928933,40.14213562373096,3.0374240550760265,3.0589191627058514,0.021495107629824872
B,24,0,1794.5,1794.5,0.0,30.89526462395543,6.511455932136683,0.0,1186.5555555555557,0.13548278768115612,0.06569091366267679,0.004328130496617422,0.07575910639330337,-0.0023271239779564124,0.05543934871368795,182.02438661763955,182.02438661763955,0.0,3.0709950658686744,3.0709950658686744,0.0
B,25,0,1511.5,1511.5,0.0,36.482142857142854,15.1089849809375,0.0,530.0,0.13848128798959336,0.07500622284217281,0.03650759482377917,0.0882452358031572,-0.022395312126588157,0.060600728267748004,166.6101730552664,166.6101730552664,0.0,3.0491928696606814,3.0491928696606814,0.0
B,26,0,1603.5,1603.5,0.0,48.47506234413965,11.64264247279072,0.0,585.5555555555555,0.17449853689713865,0.06569365919856628,0.1463159677140592,0.09005374671940107,-0.08737781685426467,0.054464341292705526,163.53910524340094,163.53910524340094,0.0,3.068532359320263,3.068532359320263,0.0
B,27,0,1664.0,1934.5,270.5,64.12012482436728,11.59146627274384,1.93511190447062,456.33333333333326,0.20717033772033627,0.08051095024097471,0.2939720862350188,0.1367699672989301,-0.16136343953146431,0.06914162074602608,161.0243866176395,176.89444430272832,15.870057685088812,3.0477943243098986,3.0725466612032037,0.02475233689330536
B,28,0,1178.5,1830.5,652.0,62.25106509544147,17.12244827164848,0.9785364225851012,508.33333333333326,0.19100670540244707,0.14662998551675302,0.2420725614225953,0.18714736262889609,-0.1348771772650824,0.08983333676614845,140.66042558696057,182.7523086789974,42.09188309203678,3.0387428940972696,3.0667928285043216,0.028049934407051724
B,29,0,1569.5,1645.5,76.0,47.01483089100022,12.558464253677258,8.121256593811456,413.11111111111114,0.1902282592888775,0.1048438494915172,0.13724717925780053,0.08716209668435898,-0.08441744224347507,0.056868069746938726,190.68124086713192,222.06601717798213,31.38477631085024,3.0645559916297564,3.070192820553661,0.005636828923905046
B,30,0,2510.5,2510.5,0.0,47.228195937873366,11.934445989917586,0.0,528.5555555555555,0.18063621968036594,0.07380570527174259,0.1291603754509248,0.05307955804943331,-0.08028060039745948,0.0313043957335662,231.1370849898476,231.1370849898476,0.0,3.0774785178022466,3.0774785178022466,0.0
B,31,0,1778.5,2272.5,494.0,47.506612902949705,13.407363577334332,7.3081693231831615,893.8888888888888,0.20636654996932013,0.10325133523348734,0.1477727816473082,0.09794545501852593,-0.09183310986414407,0.06255380397589066,185.92388155425118,225.3797256769669,39.455844122715725,3.0608147226016515,3.068532359320263,0.007717636718612253
B,32,0,2015.0,2519.5,504.5,47.79358815774269,9.743908757859957,0.7829991438446093,758.1111111111112,0.23941265610205156,0.10015175379136268,0.1864349629842198,0.0870134820627817,-0.12094800678144745,0.05852986876951453,191.7523086789974,216.79393923933998,25.041630560342607,3.066424658733598,3.082317320503193,0.015892661769595584
B,33,0,2573.5,2573.5,0.0,48.14607614607615,11.149250158044927,0.0,1023.3333333333335,0.26938090771464795,0.11905172790584795,0.2036653499525672,0.11620266039424662,-0.1340831256778811,0.08146996994564283,218.7523086789974,218.7523086789974,0.0,3.06103899580544,3.06103899580544,0.0
B,34,0,2133.5,3797.5,1384.6559139367441,54.09752540248138,13.502063342830406,5.068639470623302,531.8888888888888,0.19353389704723756,0.0918032884473986,0.20717179455707505,0.11895011269148155,-0.1209191018359667,0.07206811278448295,180.771933513346,254.9360748630709,65.34616445932045,3.047785041507756,3.0878902150668908,0.03870444808027021
B,35,0,1938.5,1938.5,0.0,51.09902011346055,8.253431253517048,0.0,651.8888888888888,0.23292555395073505,0.09790507474203868,0.2088436481539328,0.08828143651838126,-0.13084601781255606,0.05721632329191216,173.88225099390857,173.88225099390857,0.0,3.0505319969640023,3.0505319969640023,0.0
B,37,0,1796.5,1796.5,0.0,47.939899833055094,9.455619593296813,0.0,403.66666666666674,0.2354727259321873,0.098195092156753,0.1851421493539972,0.08967411594594515,-0.11893000729936612,0.06010112233947298,174.71067811865476,174.71067811865476,0.0,3.0313613324112034,3.0313613324112034,0.0
B,38,0,2230.5,2230.5,0.0,48.588077095472876,11.124059856341448,0.0,493.33333333333326,0.1874785186050696,0.0814519686151547,0.15798590179002028,0.08583796219457364,-0.0962558455886951,0.05567326577179275,209.095454429505,209.095454429505,0.0,3.0709950658686744,3.0709950658686744,0.0
B,39,0,1263.8333333333333,1547.5,339.5195952453342,49.19543074003503,7.670958984708232,2.003666469162089,407.88888888888886,0.2485923618399275,0.13474559683306442,0.20054834339505634,0.09223150164471122,-0.12953749960958447,0.07099719651737202,142.37328034904814,162.91168824543144,22.95878245601772,3.0241432019643253,3.0418595534758315,0.02046061685289513
B,40,0,1583.5,1583.5,0.0,44.386994949494955,8.250565181740964,0.0,400.4444444444445,0.2693128914440251,0.1132507861887356,0.17618120220737155,0.0971096998045696,-0.11977520731263015,0.06718126213620579,158.5096679918781,158.5096679918781,0.0,3.051832863487228,3.051832863487228,0.0
B,41,0,1708.5,1708.5,0.0,53.997074312463425,10.088983423774536,0.0,400.11111111111114,0.2399399356611185,0.19073658246340128,0.2254082033687574,0.11249596776207124,-0.14107483185690567,0.09558855015862736,170.95331880577405,170.95331880577405,0.0,3.064022464612268,3.064022464612268,0.0
