,Fit_Run_Times,Predict_Run_Times,Total_Run_Times
adwin,1.5916798114776611,2.7603302001953125,4.352010011672974
awe,1.1018729209899902,0.6363894939422607,1.738262414932251
dwm,0.6687145233154297,0.1541900634765625,0.8229045867919922
lnse,2.6486947536468506,5.815971612930298,8.464666366577148
srp,6.58064866065979,4.120805263519287,10.701453924179077
