,Fit_Run_Times,Predict_Run_Times,Total_Run_Times
sam_knn,1.8699531555175781,0.31624317169189453,2.1861963272094727
vfdr,0.20565128326416016,0.48991918563842773,0.6955704689025879
rslvq,3.8621740341186523,0.061266183853149414,3.9234402179718018
obc,47.109874963760376,14.506604671478271,61.61647963523865
arfc,14.01909852027893,1.8645169734954834,15.883615493774414
