node_1,node_2,node_3,node_4,node_5
0.1,0.0900736175312446,0.000140449438202247,0,0.0361770092075144
0.42,0.284681390172916,0.0022752808988764,0,0.20227468543175
0.779020833333333,0.415689819288625,0.0241910112359551,0.0240138888888889,0.388720977598585
1.22389348686578,1.10473392345368,0.0448148866059314,1.32338669082855,0
1.43333333333333,0.992502136752137,0.0239858906525573,1.35466220871327,0
0.516692592592593,0.0532286159444513,0.0091654803064199,0.819440490310448,0
0.669304745893337,0.312502489695832,0.0293976951511198,0.133750337000449,0
0.900991052728963,0.784234012579514,0.00162581394384306,0.460208008696823,0
0.9,0.594929607291179,0.00195097673261167,0.392158564482875,0
0.666666666666667,0.465974891375587,0.00331802436130787,0.215828705034824,0
0.8,0.659127685472726,0.882219741075654,0.183957905175067,0
0.15,0.667097081567977,0.094041028980788,0.761213285168448,0
0.18,3.19670824424291,0.319012519071232,1.1994534564163,0
0.102666666666667,0.20044028100031,0.00995406287127963,0.194457259233716,0
0.220533333333333,0.4682424342474,0.0174237883674432,0.324767316035822,0
0.210773333333333,0.636944684827255,0.0164533772818704,3.62748935435063,0
