Var1
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.5
0.578935298935299
0.561111426000008
0.617855885084987
0.536904761904762
0.522620967741936
0.555817705182496
0.719426406926407
0.742210919269743
0.716794684074096
0.723524287053699
0.896319471470495
0.858766511622738
0.868665256097532
0.82559272203129
0.77507308552238
0.860760037635038
0.87482683982684
0.93522831313853
0.844861016176806
0.785980804326393
0.852135820681257
0.824821442747139
0.869362916495269
0.776461700064641
0.869956891280421
0.78130665725093
