,Fit_Run_Times,Predict_Run_Times,Total_Run_Times
adwin,12.408917903900146,41.1767144203186,53.58563232421875
awe,8.567661762237549,4.6235129833221436,13.191174745559692
dwm,2.156040906906128,1.4050755500793457,3.5611164569854736
lnse,6.816579341888428,28.375449180603027,35.192028522491455
srp,32.187652826309204,27.832448720932007,60.02010154724121
