,Fit_Run_Times,Predict_Run_Times,Total_Run_Times
sam_knn,8.590632200241089,1.204437494277954,9.795069694519043
vfdr,1.0135161876678467,1.4718952178955078,2.4854114055633545
rslvq,6.712535619735718,0.2862861156463623,6.99882173538208
obc,545.6683030128479,146.20932507514954,691.8776280879974
arfc,40.8002610206604,5.780248165130615,46.580509185791016
